ID,voice_score,music_score,music_v3_score
factorial_0405,0.033219695,0.43067223,0.0012584722
factorial_0412,0.11382647,0.13594428,0.0016280483
factorial_0419,0.096536204,0.13368124,0.0048459982
factorial_0426,0.44050366,0.26098543,0.06508927
factorial_0433,0.62707883,0.015039916,0.00012329555
factorial_0440,0.0383808,0.03635856,0.00016264536
factorial_0447,0.16241533,0.010422705,0.09268228
factorial_0454,0.9658246,0.9606075,1.970169e-05
factorial_0461,0.9574831,0.5438104,0.043312203
factorial_0468,0.5188405,0.92953676,0.004598777
factorial_0475,0.09376883,0.83227867,0.99999964
factorial_0482,0.17808245,0.99993336,0.9999976
factorial_0489,0.39358914,0.9944623,0.9999094
factorial_0496,0.69925064,0.011885579,0.9248346
factorial_0503,0.65530705,0.09586521,0.9083024
factorial_0510,0.21786252,0.99890304,0.0002093217
factorial_0517,0.17661749,0.0012228074,6.1742844e-06
factorial_0524,0.046067126,0.00045306346,0.023574123
factorial_0531,0.73433477,3.3353375e-05,0.0004677434
factorial_0538,0.44191754,0.9498558,0.0013777431
factorial_0545,0.6080549,0.82885,0.90358126
factorial_0552,0.5382262,0.0010658102,0.0027887698
factorial_0559,0.170996,0.73362803,0.00011989387
factorial_0566,0.18117824,0.000215575,1.683469e-05
factorial_0573,0.4211419,5.6599038e-06,2.4465706e-05
factorial_0580,0.6855862,0.9998989,0.023050152
factorial_0587,0.75895816,0.99331194,0.26163465
factorial_0594,0.2930583,0.9779377,0.00041799538
factorial_0601,0.5184404,0.02115705,0.391493
factorial_0608,0.030711964,0.99467397,0.006791418
factorial_0615,0.19856767,2.4798157e-06,0.735822
factorial_0622,0.091530845,0.0021307832,0.00061955454
factorial_0629,0.32799515,0.9949803,0.0012675563
factorial_0636,0.2243056,0.992867,8.019393e-05
factorial_0643,0.060055528,0.26227054,0.9565017
factorial_0650,0.10770784,0.006261741,0.17279051
factorial_0657,0.5920478,0.14281178,0.017285151
factorial_0664,0.025108239,0.95779544,0.1836492
factorial_0671,0.20625383,0.44138604,0.0041328296
factorial_0678,0.6500113,0.9950203,0.0025870884
factorial_0685,0.51393336,0.8316039,0.43718445
factorial_0692,0.8349877,0.907938,0.9767099
factorial_0699,0.59925896,0.003949614,3.1566327e-05
factorial_0706,0.23401156,0.017496012,0.0023094062
factorial_0713,0.61965305,0.06135453,0.0070498656
factorial_0720,0.6684191,0.37974113,0.34087533
factorial_0727,0.03539854,0.9888332,0.5724363
factorial_0734,0.06936799,0.96884793,0.024880953
factorial_0741,0.16014569,0.24386951,0.9631711
factorial_0748,0.63020426,0.3693268,0.0100878095
factorial_0755,0.9324969,0.14869837,0.0038842915
factorial_0762,0.07900104,0.46983653,6.748875e-05
factorial_0769,0.75211245,0.88110894,1.3965369e-05
factorial_0776,0.48371848,0.9994417,0.0719861
factorial_0783,0.13582723,0.30314818,0.18169823
factorial_0790,0.87428725,0.8475802,0.9824568
factorial_0797,0.85205996,0.87299854,0.04171885
factorial_0804,0.46018544,0.7537586,2.9809896e-06
factorial_0811,0.9380825,0.8731381,0.021561962
factorial_0818,0.62615526,0.7747753,6.1376563e-06
factorial_0825,0.2091361,0.9192161,0.9998827
factorial_0832,0.67142445,0.008867726,7.789636e-05
factorial_0839,0.4658638,3.1882173e-05,0.00017646425
factorial_0846,0.7298084,0.028005632,0.00047846252
factorial_0853,0.9475165,0.7991362,0.69470274
factorial_0860,0.9479944,0.9887121,2.7675458e-05
factorial_0867,0.23118013,0.848324,0.51906466
factorial_0874,0.96639776,0.78491807,0.00025920148
factorial_0881,0.8799054,0.9202721,0.9657326
factorial_0888,0.048377823,0.91059965,0.0007103443
factorial_0895,0.5514706,0.9981336,0.97077215
factorial_0902,0.09568897,0.17456934,0.069492206
factorial_0909,0.13894373,0.7491831,0.0020683587
factorial_0916,0.0035752368,0.00048292542,6.28132e-05
factorial_0923,0.07100964,9.1532465e-06,2.54674e-05
factorial_0930,0.5188845,0.006921836,0.9480201
factorial_0937,0.0965109,0.40159774,0.00017570083
factorial_0944,0.29660872,0.75414634,9.1189315e-05
factorial_0951,0.2832503,0.56933725,0.0045445627
factorial_0958,0.15812,0.28506213,0.8261077
factorial_0965,0.44262183,0.9565807,0.8431809
factorial_0972,0.39190033,0.006066477,0.012709957
factorial_0979,0.27687508,0.9855951,0.25784457
factorial_0986,0.23439205,0.23798366,0.037631623
factorial_0993,0.64497006,0.9674028,1.8776012e-05
factorial_1000,0.37637207,0.6671795,0.0075270412
factorial_1007,0.23072505,0.01704134,5.686858e-05
factorial_1014,0.9200281,8.7015724e-05,0.9988921
factorial_1021,0.14007758,0.71704936,0.076052494
factorial_1028,0.3499054,0.45681006,0.00014448343
factorial_1035,0.8436805,0.9958853,0.8348157
factorial_1042,0.3368158,0.9778867,0.9999187
factorial_1049,0.15333387,0.18145564,0.00016869893
factorial_1056,0.8184338,0.0027601647,0.00016998583
factorial_1063,0.55729765,0.89028007,0.008094334
factorial_1070,0.5904827,0.9245291,0.99312335
factorial_1077,0.79981315,0.9924804,8.6614535e-05
factorial_1084,0.81824625,0.9768868,0.0022717675
factorial_1091,0.6746124,0.07711977,0.10312692
factorial_1098,0.17216526,0.36798367,0.002421878
factorial_1105,0.20227458,0.09501715,0.001860272
factorial_1112,0.6351206,0.0062568258,0.02680889
factorial_1119,0.18485045,0.47784734,0.4563255
factorial_1126,0.23056936,0.44505516,0.0060352925
factorial_1133,0.11476708,0.9993979,0.019225607
factorial_1140,0.13326637,0.07760838,0.93130624
factorial_1147,0.39266613,0.8312255,0.8706793
factorial_1154,0.20422746,0.00080345944,0.00018306906
factorial_1161,0.9152806,0.052588843,0.93211055
factorial_1168,0.46410373,0.17271954,0.021232432
factorial_1175,0.7396052,0.9956819,0.19755735
factorial_1182,0.5506951,0.96892357,0.021631382
factorial_1189,0.3719999,0.9894169,0.39467886
factorial_1196,0.094707705,0.9628501,0.66008216
