ID,SOURCE_DATASET,SINGER_ID,ATTACK,VOICE_FAKE,SPLIT,AUTHENTICITY,UNUSED_PROTOCOL_FIELD
CtrSVDD_0058_T_0046484,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046485,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046486,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046487,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046488,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046489,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046490,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046491,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046492,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046493,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046494,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046495,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046496,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046497,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046498,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046499,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046500,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046501,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046502,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046503,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046504,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046505,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046506,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046507,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046508,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046509,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046510,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046511,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046512,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046513,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046514,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046515,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046516,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046517,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046518,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046519,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046520,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046521,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046522,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046523,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046524,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046525,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046526,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046527,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046528,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046529,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046530,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046531,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046532,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046533,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046534,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046535,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046536,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046537,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046538,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046539,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046540,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046541,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046542,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046543,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046544,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046545,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046546,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046547,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046548,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046549,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046550,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046551,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046552,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046553,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046554,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046555,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046556,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046557,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046558,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046559,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046560,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046561,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046562,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046563,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046564,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046565,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046566,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046567,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046568,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046569,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046570,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046571,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046572,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046573,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046574,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046575,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046576,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046577,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046578,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046579,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046580,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046581,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046582,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046583,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046584,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046585,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046586,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046587,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046588,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046589,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046590,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046591,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046592,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046593,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046594,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046595,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046596,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046597,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046598,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046599,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046600,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046601,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046602,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046603,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046604,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046605,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046606,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046607,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046608,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046609,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046610,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046611,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046612,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046613,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046614,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046615,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046616,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046617,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046618,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046619,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046620,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046621,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046622,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046623,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046624,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046625,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046626,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046627,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046628,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046629,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046630,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046631,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046632,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046633,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046634,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046635,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046636,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046637,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046638,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046639,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046640,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046641,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046642,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046643,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046644,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046645,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046646,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046647,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046648,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046649,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046650,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046651,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046652,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046653,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046654,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046655,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046656,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046657,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046658,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046659,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046660,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046661,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046662,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046663,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046664,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046665,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046666,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046667,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046668,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046669,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046670,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046671,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046672,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046673,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046674,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046675,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046676,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046677,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046678,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046679,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046680,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046681,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046682,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046683,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046684,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046685,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046686,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046687,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046688,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046689,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046690,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046691,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046692,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046693,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046694,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046695,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046696,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046697,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046698,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046699,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046700,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046701,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046702,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046703,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046704,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046705,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046706,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046707,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046708,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046709,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046710,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046711,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046712,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046713,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046714,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046715,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046716,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046717,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046718,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046719,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046720,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046721,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046722,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046723,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046724,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046725,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046726,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046727,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046728,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046729,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046730,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046731,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046732,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046733,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046734,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046735,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046736,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046737,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046738,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046739,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046740,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046741,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046742,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046743,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046744,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046745,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046746,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046747,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046748,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046749,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046750,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046751,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046752,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046753,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046754,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046755,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046756,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046757,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046758,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046759,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046760,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046761,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046762,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046763,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046764,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046765,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046766,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046767,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046768,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046769,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046770,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046771,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046772,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046773,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046774,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046775,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046776,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046777,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046778,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
CtrSVDD_0058_T_0046779,opencpop,CtrSVDD_0058,A01,1,train,deepfake,-
