ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,SNR_DB,PARENT_ID,CHANNEL,SOURCE_DATASET,GENERATOR,GROUP_ID,SPLIT,VOCODER,SPEAKER,DURATION,SOFIA_MERT_FAKE_PROB
sdm_fake_0004__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,,0.1503845453262329
sdm_fake_0004__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,,0.012940593995153904
sdm_fake_0005__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,,0.996507465839386
sdm_fake_0005__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,,0.5622609257698059
sdm_fake_0005__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,,0.4670792520046234
sdm_fake_0005__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,,0.02579587511718273
sdm_fake_0006__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,resample8k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,,0.9695059061050415
sdm_fake_0006__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,,0.20854473114013672
sdm_fake_0006__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,,0.2155478149652481
sdm_fake_0006__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,,0.030167941004037857
sdm_fake_0007__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,,0.9573551416397095
sdm_fake_0007__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,,0.3751743733882904
sdm_fake_0007__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,,0.2946805953979492
sdm_fake_0007__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,,0.019212983548641205
sdm_fake_0008__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,resample8k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,,0.4379379451274872
sdm_fake_0008__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,,0.27279573678970337
sdm_fake_0008__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,g726_24k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,,0.31204673647880554
sdm_fake_0008__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,,0.03482299670577049
sdm_fake_0009__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,,0.947995126247406
sdm_fake_0009__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,,0.42755332589149475
sdm_fake_0009__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,,0.45182880759239197
sdm_fake_0009__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,,0.02690822258591652
sdm_fake_0010__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,resample8k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,,0.9438245892524719
sdm_fake_0010__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,,0.3107426166534424
sdm_fake_0010__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,g726_24k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,,0.2920783460140228
sdm_fake_0010__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,,0.03631538152694702
sdm_fake_0011__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,,0.9969953298568726
sdm_fake_0011__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,,0.7508291006088257
sdm_fake_0011__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,,0.681158185005188
sdm_fake_0011__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,,0.061534613370895386
sdm_fake_0012__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,resample8k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,,0.7336719036102295
sdm_fake_0012__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,,0.588349461555481
sdm_fake_0012__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,,0.5732914209365845
sdm_fake_0012__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,,0.03847135230898857
sdm_fake_0013__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,,0.9970983266830444
sdm_fake_0013__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,,0.4236554503440857
sdm_fake_0013__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,,0.3926428556442261
sdm_fake_0013__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,,0.014764571562409401
sdm_fake_0014__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,resample8k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,,0.8558256030082703
sdm_fake_0014__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,,0.22585472464561462
sdm_fake_0014__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,,0.2086523473262787
sdm_fake_0014__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,,0.018468141555786133
sdm_fake_0015__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,,0.9804263114929199
sdm_fake_0015__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,,0.3373442590236664
sdm_fake_0015__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,,0.30487585067749023
sdm_fake_0015__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,,0.016489196568727493
sdm_fake_0016__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,resample8k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,,0.08586344867944717
sdm_fake_0016__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,,0.0368366502225399
sdm_fake_0016__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,g726_24k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,,0.03432166948914528
sdm_fake_0016__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,,0.011234624311327934
sdm_fake_0017__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,,0.9891285300254822
sdm_fake_0017__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,,0.4844825267791748
sdm_fake_0017__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,,0.462430477142334
sdm_fake_0017__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,,0.03894808143377304
sdm_fake_0018__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,,0.9627565741539001
sdm_fake_0018__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,,0.13959495723247528
sdm_fake_0018__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,,0.1060408279299736
sdm_fake_0018__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,,0.020384669303894043
sdm_fake_0019__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,resample8k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,,0.1485183835029602
sdm_fake_0019__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,,0.04680691286921501
sdm_fake_0019__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,g726_24k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,,0.048047348856925964
sdm_fake_0019__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,,0.013570482842624187
sdm_fake_0020__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,resample8k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,,0.3106907308101654
sdm_fake_0020__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,,0.1956327110528946
sdm_fake_0020__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,g726_24k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,,0.15648819506168365
sdm_fake_0020__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,,0.015711361542344093
sdm_fake_0021__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,resample8k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,,0.4326361119747162
sdm_fake_0021__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,,0.15358859300613403
sdm_fake_0021__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,g726_24k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,,0.1570378839969635
sdm_fake_0021__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,,0.02187385968863964
sdm_fake_0022__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,,0.9929627776145935
sdm_fake_0022__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,,0.3080151081085205
sdm_fake_0022__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,,0.21876628696918488
sdm_fake_0022__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,,0.035207100212574005
sdm_fake_0023__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,,0.9859181642532349
sdm_fake_0023__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,,0.5915828347206116
sdm_fake_0023__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,,0.4868760108947754
sdm_fake_0023__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,,0.016197940334677696
sdm_fake_0024__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,resample8k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,,0.5195053219795227
sdm_fake_0024__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,,0.11357438564300537
sdm_fake_0024__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,,0.09661266952753067
sdm_fake_0024__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,,0.010977568104863167
sdm_fake_0025__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,resample8k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,,0.17704886198043823
sdm_fake_0025__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,,0.17398279905319214
sdm_fake_0025__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,,0.17098857462406158
sdm_fake_0025__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,,0.022370105609297752
sdm_fake_0026__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,,0.9943530559539795
sdm_fake_0026__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,,0.2133961021900177
sdm_fake_0026__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,,0.14346377551555634
sdm_fake_0026__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,,0.017800139263272285
sdm_fake_0027__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,resample8k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,,0.4638027548789978
sdm_fake_0027__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,,0.4684530198574066
sdm_fake_0027__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,,0.3672235310077667
sdm_fake_0027__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,,0.035185307264328
sdm_fake_0028__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,,0.994699239730835
sdm_fake_0028__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,,0.20270200073719025
sdm_fake_0028__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,,0.17057856917381287
sdm_fake_0028__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,,0.014700621366500854
sdm_fake_0029__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0029,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3091,prospective,,,,0.9642840623855591
sdm_fake_0029__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0029,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3091,prospective,,,,0.1523791402578354
sdm_fake_0029__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0029,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3091,prospective,,,,0.17376403510570526
sdm_fake_0029__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0029,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3091,prospective,,,,0.016899125650525093
sdm_fake_0030__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0030,resample8k,source_disjoint_music_v1,udio-120s,sonics_638,alignment,,,,0.9172210097312927
sdm_fake_0030__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0030,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_638,alignment,,,,0.1885901242494583
sdm_fake_0030__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0030,g726_24k,source_disjoint_music_v1,udio-120s,sonics_638,alignment,,,,0.1859101802110672
sdm_fake_0030__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0030,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_638,alignment,,,,0.020137466490268707
sdm_fake_0031__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0031,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2554,prospective,,,,0.9969857335090637
sdm_fake_0031__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0031,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2554,prospective,,,,0.325336217880249
sdm_fake_0031__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0031,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2554,prospective,,,,0.25301432609558105
sdm_fake_0031__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0031,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2554,prospective,,,,0.017122408375144005
sdm_fake_0032__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0032,resample8k,source_disjoint_music_v1,udio-120s,sonics_5236,alignment,,,,0.8693040609359741
sdm_fake_0032__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0032,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_5236,alignment,,,,0.31501585245132446
sdm_fake_0032__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0032,g726_24k,source_disjoint_music_v1,udio-120s,sonics_5236,alignment,,,,0.26708588004112244
sdm_fake_0032__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0032,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_5236,alignment,,,,0.07818783074617386
sdm_fake_0033__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0033,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2739,prospective,,,,0.9971165657043457
