ID,PROBE_VOICE_PRESENT_PROB,PROBE_MUSIC_PRESENT_PROB
voice_0143__phonefact_opus_nb_8k,1.0,0.096513025
voice_0144__phonefact_opus_nb_8k,1.0,0.00086217385
voice_0145__phonefact_opus_nb_8k,1.0,0.9998271
voice_0146__phonefact_opus_nb_8k,1.0,0.000115529576
voice_0147__phonefact_opus_nb_8k,1.0,0.0006943425
voice_0148__phonefact_opus_nb_8k,1.0,0.03464575
voice_0149__phonefact_opus_nb_8k,1.0,0.025211351
sdm_fake_0000__phonefact_resample8k,0.0,1.0
sdm_fake_0001__phonefact_resample8k,0.0,1.0
sdm_fake_0002__phonefact_resample8k,0.0,1.0
sdm_fake_0003__phonefact_resample8k,0.0,1.0
sdm_fake_0004__phonefact_resample8k,0.0,1.0
sdm_fake_0005__phonefact_resample8k,0.0,1.0
sdm_fake_0006__phonefact_resample8k,0.0,1.0
sdm_fake_0007__phonefact_resample8k,0.0,1.0
sdm_fake_0008__phonefact_resample8k,0.0,1.0
sdm_fake_0009__phonefact_resample8k,0.0,1.0
sdm_fake_0010__phonefact_resample8k,0.0,1.0
sdm_fake_0011__phonefact_resample8k,0.0,1.0
sdm_fake_0012__phonefact_resample8k,0.0,1.0
sdm_fake_0013__phonefact_resample8k,0.0,1.0
sdm_fake_0014__phonefact_resample8k,0.0,1.0
sdm_fake_0015__phonefact_resample8k,0.0,1.0
sdm_fake_0016__phonefact_resample8k,0.0,1.0
sdm_fake_0017__phonefact_resample8k,0.0,1.0
sdm_fake_0018__phonefact_resample8k,0.0,1.0
sdm_fake_0019__phonefact_resample8k,0.0,1.0
sdm_fake_0020__phonefact_resample8k,0.0,1.0
sdm_fake_0021__phonefact_resample8k,0.0,1.0
sdm_fake_0022__phonefact_resample8k,0.0,1.0
sdm_fake_0023__phonefact_resample8k,0.0,1.0
sdm_fake_0024__phonefact_resample8k,0.0,1.0
sdm_fake_0025__phonefact_resample8k,0.0,1.0
sdm_fake_0026__phonefact_resample8k,0.0,1.0
sdm_fake_0027__phonefact_resample8k,0.0,1.0
sdm_fake_0028__phonefact_resample8k,0.0,1.0
sdm_fake_0029__phonefact_resample8k,0.0,1.0
sdm_fake_0030__phonefact_resample8k,0.0,1.0
sdm_fake_0031__phonefact_resample8k,0.0,1.0
sdm_fake_0032__phonefact_resample8k,0.0,1.0
sdm_fake_0033__phonefact_resample8k,0.0,1.0
sdm_fake_0034__phonefact_resample8k,0.0,1.0
sdm_fake_0035__phonefact_resample8k,0.0,1.0
sdm_fake_0036__phonefact_resample8k,0.0,1.0
sdm_fake_0037__phonefact_resample8k,0.0,1.0
sdm_fake_0038__phonefact_resample8k,0.0,1.0
sdm_fake_0039__phonefact_resample8k,0.0,1.0
sdm_fake_0040__phonefact_resample8k,3.8802737e-26,1.0
sdm_fake_0041__phonefact_resample8k,0.0,1.0
sdm_fake_0042__phonefact_resample8k,0.0,1.0
sdm_fake_0043__phonefact_resample8k,0.0,1.0
sdm_fake_0044__phonefact_resample8k,0.0,1.0
sdm_fake_0045__phonefact_resample8k,0.0,1.0
sdm_fake_0046__phonefact_resample8k,0.0,1.0
sdm_fake_0047__phonefact_resample8k,6.062737e-39,1.0
sdm_fake_0048__phonefact_resample8k,0.0,1.0
sdm_fake_0049__phonefact_resample8k,0.0,1.0
sdm_real_0000__phonefact_resample8k,0.0,1.0
sdm_real_0001__phonefact_resample8k,0.0,1.0
sdm_real_0002__phonefact_resample8k,0.0,1.0
sdm_real_0003__phonefact_resample8k,0.0,1.0
sdm_real_0004__phonefact_resample8k,0.0,1.0
sdm_real_0005__phonefact_resample8k,0.0,1.0
sdm_real_0006__phonefact_resample8k,0.0,1.0
sdm_real_0007__phonefact_resample8k,0.0,1.0
sdm_real_0008__phonefact_resample8k,0.0,1.0
sdm_real_0009__phonefact_resample8k,0.0,1.0
sdm_real_0010__phonefact_resample8k,0.0,1.0
sdm_real_0011__phonefact_resample8k,0.0,1.0
sdm_real_0012__phonefact_resample8k,0.0,1.0
sdm_real_0013__phonefact_resample8k,0.0,1.0
sdm_real_0014__phonefact_resample8k,0.0,1.0
sdm_real_0015__phonefact_resample8k,0.0,1.0
sdm_real_0016__phonefact_resample8k,0.0,1.0
sdm_real_0017__phonefact_resample8k,0.0,1.0
sdm_real_0018__phonefact_resample8k,0.0,1.0
sdm_real_0019__phonefact_resample8k,0.0,1.0
sdm_real_0020__phonefact_resample8k,0.0,1.0
sdm_real_0021__phonefact_resample8k,0.0,1.0
sdm_real_0022__phonefact_resample8k,0.0,1.0
sdm_real_0023__phonefact_resample8k,0.0,1.0
sdm_real_0024__phonefact_resample8k,0.0,1.0
sdm_real_0025__phonefact_resample8k,0.0,1.0
sdm_real_0026__phonefact_resample8k,0.0,1.0
sdm_real_0027__phonefact_resample8k,0.0,1.0
sdm_real_0028__phonefact_resample8k,0.0,1.0
sdm_real_0029__phonefact_resample8k,0.0,1.0
sdm_real_0030__phonefact_resample8k,8.0059637e-19,1.0
sdm_real_0031__phonefact_resample8k,0.0,1.0
sdm_real_0032__phonefact_resample8k,0.0,1.0
sdm_real_0033__phonefact_resample8k,0.0,1.0
sdm_real_0034__phonefact_resample8k,0.0,1.0
sdm_real_0035__phonefact_resample8k,0.0,1.0
sdm_real_0036__phonefact_resample8k,0.0,1.0
sdm_real_0037__phonefact_resample8k,0.0,1.0
sdm_real_0038__phonefact_resample8k,0.0,1.0
sdm_real_0039__phonefact_resample8k,0.0,1.0
sdm_real_0040__phonefact_resample8k,0.0,1.0
sdm_real_0041__phonefact_resample8k,0.0,1.0
sdm_real_0042__phonefact_resample8k,0.0,1.0
sdm_real_0043__phonefact_resample8k,0.0,1.0
sdm_real_0044__phonefact_resample8k,0.0,1.0
sdm_real_0045__phonefact_resample8k,0.0,1.0
sdm_real_0046__phonefact_resample8k,0.0,1.0
sdm_real_0047__phonefact_resample8k,0.0,1.0
sdm_real_0048__phonefact_resample8k,0.0,1.0
sdm_real_0049__phonefact_resample8k,0.0,1.0
sdxeq_0000__phonefact_resample8k,1.0529302e-33,1.0
sdxeq_0001__phonefact_resample8k,0.84183586,1.0
sdxeq_0002__phonefact_resample8k,0.9999999,1.0
sdxeq_0003__phonefact_resample8k,0.006634925,1.0
sdxeq_0004__phonefact_resample8k,4.8388604e-15,1.0
sdxeq_0005__phonefact_resample8k,6.5236923e-06,1.0
sdxeq_0006__phonefact_resample8k,0.0,1.0
sdxeq_0007__phonefact_resample8k,1.5522636e-19,1.0
sdxeq_0008__phonefact_resample8k,8.207834e-19,1.0
sdxeq_0009__phonefact_resample8k,0.5555483,1.0
sdxeq_0010__phonefact_resample8k,1.0,1.0
sdxeq_0011__phonefact_resample8k,1.0,1.0
sdxeq_0012__phonefact_resample8k,1.8764435e-32,1.0
sdxeq_0013__phonefact_resample8k,7.292531e-15,1.0
sdxeq_0014__phonefact_resample8k,1.0,1.0
sdxeq_0015__phonefact_resample8k,7.53344e-38,1.0
sdxeq_0016__phonefact_resample8k,0.91794056,1.0
sdxeq_0017__phonefact_resample8k,0.3001186,1.0
sdxeq_0018__phonefact_resample8k,5.4425627e-34,1.0
sdxeq_0019__phonefact_resample8k,5.396552e-23,1.0
sdxeq_0020__phonefact_resample8k,2.6255843e-06,1.0
sdxeq_0021__phonefact_resample8k,0.0,1.0
sdxeq_0022__phonefact_resample8k,1.8160991e-08,1.0
sdxeq_0023__phonefact_resample8k,1.0,1.0
sdxeq_0024__phonefact_resample8k,0.9991984,1.0
sdxeq_0025__phonefact_resample8k,2.8756477e-38,1.0
sdxeq_0026__phonefact_resample8k,9.495209e-12,1.0
sdxeq_0027__phonefact_resample8k,0.99999356,1.0
sdxeq_0028__phonefact_resample8k,1.2732071e-30,1.0
sdxeq_0029__phonefact_resample8k,6.437946e-22,1.0
sdxeq_0030__phonefact_resample8k,0.9999995,1.0
sdxeq_0031__phonefact_resample8k,3.199667e-39,1.0
sdxeq_0032__phonefact_resample8k,8.293497e-21,1.0
sdxeq_0033__phonefact_resample8k,1.0,1.0
sdxeq_0034__phonefact_resample8k,3.9379624e-36,1.0
sdxeq_0035__phonefact_resample8k,3.0548102e-24,1.0
sdxeq_0036__phonefact_resample8k,1.7162205e-12,1.0
sdxeq_0037__phonefact_resample8k,3.7210127e-14,1.0
sdxeq_0038__phonefact_resample8k,9.942137e-18,1.0
sdxeq_0039__phonefact_resample8k,0.9854155,1.0
sdxeq_0040__phonefact_resample8k,1.1868917e-36,1.0
sdxeq_0041__phonefact_resample8k,0.08157804,1.0
sdxeq_0042__phonefact_resample8k,1.0,1.0
sdxeq_0043__phonefact_resample8k,7.495393e-25,1.0
sdxeq_0044__phonefact_resample8k,0.99030346,1.0
sdxeq_0045__phonefact_resample8k,1.0,1.0
sdxeq_0046__phonefact_resample8k,6.458103e-26,1.0
sdxeq_0047__phonefact_resample8k,4.9154388e-29,1.0
sdxeq_0048__phonefact_resample8k,1.0,1.0
sdxeq_0049__phonefact_resample8k,3.2580777e-37,1.0
sdxeq_0050__phonefact_resample8k,2.5505494e-32,1.0
sdxeq_0051__phonefact_resample8k,3.1559177e-10,1.0
sdxeq_0052__phonefact_resample8k,1.0,1.0
sdxeq_0053__phonefact_resample8k,0.023629023,1.0
sdxeq_0054__phonefact_resample8k,1.0,1.0
sdxeq_0055__phonefact_resample8k,7.416558e-16,1.0
sdxeq_0056__phonefact_resample8k,1.0,1.0
sdxeq_0057__phonefact_resample8k,5.6771693e-10,1.0
sdxeq_0058__phonefact_resample8k,1.0,1.0
sdxeq_0059__phonefact_resample8k,0.0,1.0
sdxeq_0060__phonefact_resample8k,0.003511343,1.0
sdxeq_0061__phonefact_resample8k,3.5696125e-05,1.0
sdxeq_0062__phonefact_resample8k,2.4268908e-32,1.0
sdxeq_0063__phonefact_resample8k,6.7295747e-10,1.0
sdxeq_0064__phonefact_resample8k,1.15027605e-10,1.0
sdxeq_0065__phonefact_resample8k,9.866524e-35,1.0
sdxeq_0066__phonefact_resample8k,3.4097528e-28,1.0
sdxeq_0067__phonefact_resample8k,9.346858e-12,1.0
sdxeq_0068__phonefact_resample8k,2.9604173e-24,1.0
sdxeq_0069__phonefact_resample8k,3.310442e-09,1.0
sdxeq_0070__phonefact_resample8k,1.0,1.0
sdxeq_0071__phonefact_resample8k,9.401561e-14,1.0
sdxeq_0072__phonefact_resample8k,1.0,1.0
sdxeq_0073__phonefact_resample8k,1.0,1.0
sdxeq_0074__phonefact_resample8k,3.4796624e-33,1.0
sdxeq_0075__phonefact_resample8k,2.5849923e-37,1.0
sdxeq_0076__phonefact_resample8k,4.538032e-22,1.0
sdxeq_0077__phonefact_resample8k,0.9946794,1.0
sdxeq_0078__phonefact_resample8k,1.4304818e-26,1.0
sdxeq_0079__phonefact_resample8k,1.7849977e-17,1.0
sdxeq_0080__phonefact_resample8k,1.221582e-13,1.0
sdxeq_0081__phonefact_resample8k,2.7572272e-29,1.0
sdxeq_0082__phonefact_resample8k,4.8823886e-33,1.0
sdxeq_0083__phonefact_resample8k,2.0329686e-12,1.0
sdxeq_0084__phonefact_resample8k,8.4612124e-26,1.0
sdxeq_0085__phonefact_resample8k,1.0904778e-16,1.0
sdxeq_0086__phonefact_resample8k,1.5957341e-06,1.0
sdxeq_0087__phonefact_resample8k,0.0,1.0
sdxeq_0088__phonefact_resample8k,2.6015967e-26,1.0
sdxeq_0089__phonefact_resample8k,1.4608826e-13,1.0
sdxeq_0090__phonefact_resample8k,7.2380074e-25,1.0
sdxeq_0091__phonefact_resample8k,5.75119e-19,1.0
sdxeq_0092__phonefact_resample8k,1.7267447e-15,1.0
sdxeq_0093__phonefact_resample8k,0.0,1.0
sdxeq_0094__phonefact_resample8k,1.2061275e-25,1.0
sdxeq_0095__phonefact_resample8k,1.8775222e-12,1.0
sdxeq_0096__phonefact_resample8k,1.808145e-28,1.0
sdxeq_0097__phonefact_resample8k,0.000652889,1.0
sdxeq_0098__phonefact_resample8k,1.0,1.0
sdxeq_0099__phonefact_resample8k,0.0,1.0
voice_0000__phonefact_resample8k,1.0,0.00070798973
voice_0001__phonefact_resample8k,1.0,1.3628542e-06
voice_0002__phonefact_resample8k,1.0,0.25647685
voice_0003__phonefact_resample8k,1.0,3.4415822e-07
voice_0004__phonefact_resample8k,1.0,0.029062863
voice_0005__phonefact_resample8k,1.0,0.00023319031
voice_0006__phonefact_resample8k,1.0,0.12876117
voice_0007__phonefact_resample8k,1.0,0.017101333
voice_0008__phonefact_resample8k,1.0,1.989041e-07
voice_0009__phonefact_resample8k,1.0,2.2066504e-06
voice_0010__phonefact_resample8k,1.0,0.0005567083
voice_0011__phonefact_resample8k,1.0,1.0026e-05
voice_0012__phonefact_resample8k,1.0,0.9155984
voice_0013__phonefact_resample8k,1.0,1.8915356e-06
voice_0014__phonefact_resample8k,1.0,3.9451793e-06
voice_0015__phonefact_resample8k,1.0,0.52298164
voice_0016__phonefact_resample8k,1.0,0.037189916
voice_0017__phonefact_resample8k,1.0,4.1475017e-05
voice_0018__phonefact_resample8k,1.0,1.022566e-09
voice_0019__phonefact_resample8k,1.0,3.401863e-07
voice_0020__phonefact_resample8k,1.0,0.000247552
voice_0021__phonefact_resample8k,1.0,1.1690065e-06
voice_0022__phonefact_resample8k,1.0,0.0012376079
voice_0023__phonefact_resample8k,1.0,0.00021262321
voice_0024__phonefact_resample8k,1.0,0.016554255
voice_0025__phonefact_resample8k,1.0,2.0652551e-05
voice_0026__phonefact_resample8k,1.0,2.0394513e-05
voice_0027__phonefact_resample8k,1.0,7.268349e-05
voice_0028__phonefact_resample8k,1.0,3.652953e-07
voice_0029__phonefact_resample8k,1.0,3.640667e-05
voice_0030__phonefact_resample8k,1.0,0.0237729
voice_0031__phonefact_resample8k,1.0,3.758308e-05
voice_0032__phonefact_resample8k,1.0,5.2080144e-05
voice_0033__phonefact_resample8k,1.0,8.171114e-06
voice_0034__phonefact_resample8k,1.0,0.00039455382
voice_0035__phonefact_resample8k,1.0,0.64008677
voice_0036__phonefact_resample8k,1.0,1.6126134e-05
voice_0037__phonefact_resample8k,1.0,0.08410083
voice_0038__phonefact_resample8k,1.0,3.3830122e-06
voice_0039__phonefact_resample8k,1.0,5.9412755e-06
voice_0040__phonefact_resample8k,1.0,0.0036708973
voice_0041__phonefact_resample8k,1.0,5.5533053e-07
voice_0042__phonefact_resample8k,1.0,0.00072979054
voice_0043__phonefact_resample8k,1.0,0.9820502
voice_0044__phonefact_resample8k,1.0,0.24845512
voice_0045__phonefact_resample8k,1.0,0.005259196
voice_0046__phonefact_resample8k,1.0,1.4122547e-06
voice_0047__phonefact_resample8k,1.0,0.4894196
voice_0048__phonefact_resample8k,1.0,1.7297162e-06
voice_0049__phonefact_resample8k,1.0,0.98652285
voice_0100__phonefact_resample8k,1.0,0.0013972091
voice_0101__phonefact_resample8k,1.0,0.969023
voice_0102__phonefact_resample8k,1.0,2.1060856e-07
voice_0103__phonefact_resample8k,1.0,0.0010275254
voice_0104__phonefact_resample8k,1.0,1.7287796e-06
voice_0105__phonefact_resample8k,1.0,0.0027018173
voice_0106__phonefact_resample8k,1.0,0.00016608534
voice_0107__phonefact_resample8k,1.0,0.0007066497
voice_0108__phonefact_resample8k,1.0,0.002588447
voice_0109__phonefact_resample8k,1.0,9.903971e-05
voice_0110__phonefact_resample8k,1.0,4.1465765e-07
voice_0111__phonefact_resample8k,1.0,9.519451e-07
voice_0112__phonefact_resample8k,1.0,2.5912761e-06
voice_0113__phonefact_resample8k,1.0,0.0028140843
voice_0114__phonefact_resample8k,1.0,0.0012002576
voice_0115__phonefact_resample8k,1.0,4.432079e-06
voice_0116__phonefact_resample8k,1.0,5.755452e-06
voice_0117__phonefact_resample8k,1.0,3.6329734e-06
voice_0118__phonefact_resample8k,1.0,0.00015612728
voice_0119__phonefact_resample8k,1.0,0.0013040893
voice_0120__phonefact_resample8k,1.0,0.005216502
voice_0121__phonefact_resample8k,1.0,0.0022995085
voice_0122__phonefact_resample8k,1.0,1.4736453e-05
voice_0123__phonefact_resample8k,1.0,1.1071568e-07
voice_0124__phonefact_resample8k,1.0,3.549394e-07
voice_0125__phonefact_resample8k,1.0,0.00030297574
voice_0126__phonefact_resample8k,1.0,0.00021110977
voice_0127__phonefact_resample8k,1.0,3.195986e-05
voice_0128__phonefact_resample8k,1.0,0.0016986381
voice_0129__phonefact_resample8k,1.0,0.0014063295
voice_0130__phonefact_resample8k,1.0,1.2342987e-05
voice_0131__phonefact_resample8k,1.0,1.8477325e-06
voice_0132__phonefact_resample8k,1.0,1.9915853e-05
voice_0133__phonefact_resample8k,1.0,4.713839e-05
voice_0134__phonefact_resample8k,1.0,0.7986828
voice_0135__phonefact_resample8k,1.0,2.7077902e-05
voice_0136__phonefact_resample8k,1.0,0.016526643
voice_0137__phonefact_resample8k,1.0,3.257194e-07
voice_0138__phonefact_resample8k,1.0,1.4298765e-05
voice_0139__phonefact_resample8k,1.0,2.0737714e-06
voice_0140__phonefact_resample8k,1.0,9.239353e-09
voice_0141__phonefact_resample8k,1.0,0.005233077
voice_0142__phonefact_resample8k,1.0,0.010820163
voice_0143__phonefact_resample8k,1.0,8.613895e-05
voice_0144__phonefact_resample8k,1.0,1.0282776e-06
voice_0145__phonefact_resample8k,1.0,0.016831951
voice_0146__phonefact_resample8k,1.0,9.758994e-06
voice_0147__phonefact_resample8k,1.0,0.00010350364
voice_0148__phonefact_resample8k,1.0,6.3108605e-06
voice_0149__phonefact_resample8k,1.0,0.00058339187
