MIX,FILE_W,VOICE_W,DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
s09s10,0.3,0.2,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.3,0.2,combined,1600,1600,1150,1150,0.16131282051282048,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.834126198439242,0.9742396135265701,0.8481375399479747
s09s10,0.3,0.25,dev,400,400,350,350,0.20945454545454545,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7867012987012987,0.9947428571428572,0.8075054545454545
s09s10,0.3,0.25,factorial,400,400,350,350,0.1981818181818182,0.19999999999999998,0.20571428571428574,0.9928,0.9989142857142856,0.7991948051948052,0.9958571428571428,0.818861038961039
s09s10,0.3,0.25,phone,1200,1200,800,800,0.14757142857142858,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8544642857142857,0.9703312500000001,0.8660509821428571
s09s10,0.3,0.25,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.3,0.25,combined,1600,1600,1150,1150,0.16131282051282048,0.18434782608695655,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8344740245261985,0.9742396135265701,0.8484505834262357
s09s10,0.3,0.3,dev,400,400,350,350,0.20945454545454545,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7867012987012987,0.9947428571428572,0.8075054545454545
s09s10,0.3,0.3,factorial,400,400,350,350,0.1981818181818182,0.20571428571428574,0.20571428571428574,0.9928,0.9989142857142856,0.7980519480519479,0.9958571428571428,0.8178324675324674
s09s10,0.3,0.3,phone,1200,1200,800,800,0.14757142857142858,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8544642857142857,0.9703312500000001,0.8660509821428571
s09s10,0.3,0.3,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.3,0.3,combined,1600,1600,1150,1150,0.16131282051282048,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8348218506131551,0.9742396135265701,0.8487636269044967
s09s10,0.3,0.35,dev,400,400,350,350,0.20945454545454545,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7878441558441558,0.9947428571428572,0.808534025974026
s09s10,0.3,0.35,factorial,400,400,350,350,0.1981818181818182,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.7969090909090908,0.9958571428571428,0.816803896103896
s09s10,0.3,0.35,phone,1200,1200,800,800,0.14757142857142858,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8549642857142856,0.9703312500000001,0.8665009821428571
s09s10,0.3,0.35,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.3,0.35,combined,1600,1600,1150,1150,0.16131282051282048,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8358653288740245,0.9742396135265701,0.849702757339279
s09s10,0.3,0.4,dev,400,400,350,350,0.20945454545454545,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7878441558441558,0.9947428571428572,0.808534025974026
s09s10,0.3,0.4,factorial,400,400,350,350,0.1981818181818182,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7957662337662337,0.9958571428571428,0.8157753246753247
s09s10,0.3,0.4,phone,1200,1200,800,800,0.14757142857142858,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8554642857142858,0.9703312500000001,0.8669509821428573
s09s10,0.3,0.4,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.3,0.4,combined,1600,1600,1150,1150,0.16131282051282048,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8369088071348941,0.9742396135265701,0.8506418877740618
s09s10,0.35,0.0,dev,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
s09s10,0.35,0.0,factorial,400,400,350,350,0.19999999999999998,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7937142857142858,0.9958571428571428,0.8139285714285716
s09s10,0.35,0.0,phone,1200,1200,800,800,0.13585714285714284,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8573214285714286,0.9703312500000001,0.8686224107142858
s09s10,0.35,0.0,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.0,combined,1600,1600,1150,1150,0.15686153846153847,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8356561872909699,0.9742396135265701,0.8495145299145299
s09s10,0.35,0.025,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
s09s10,0.35,0.025,factorial,400,400,350,350,0.19999999999999998,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7925714285714285,0.9958571428571428,0.8129
s09s10,0.35,0.025,phone,1200,1200,800,800,0.13585714285714284,0.16500000000000004,0.13749999999999998,0.956603125,0.9840593750000001,0.8578214285714285,0.9703312500000001,0.8690724107142858
s09s10,0.35,0.025,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.025,combined,1600,1600,1150,1150,0.15686153846153847,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8356561872909699,0.9742396135265701,0.8495145299145299
s09s10,0.35,0.05,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
s09s10,0.35,0.05,factorial,400,400,350,350,0.19999999999999998,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7937142857142858,0.9958571428571428,0.8139285714285716
s09s10,0.35,0.05,phone,1200,1200,800,800,0.13585714285714284,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8583214285714285,0.9703312500000001,0.8695224107142857
s09s10,0.35,0.05,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.05,combined,1600,1600,1150,1150,0.15686153846153847,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.836351839464883,0.9742396135265701,0.8501406168710517
s09s10,0.35,0.075,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
s09s10,0.35,0.075,factorial,400,400,350,350,0.19999999999999998,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7948571428571429,0.9958571428571428,0.8149571428571429
s09s10,0.35,0.075,phone,1200,1200,800,800,0.13585714285714284,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8588214285714286,0.9703312500000001,0.8699724107142859
s09s10,0.35,0.075,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s09s10,0.35,0.075,combined,1600,1600,1150,1150,0.15686153846153847,0.1878260869565217,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8360040133779264,0.9742396135265701,0.8498275733927907
s09s10,0.35,0.1,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
s09s10,0.35,0.1,factorial,400,400,350,350,0.19999999999999998,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7937142857142858,0.9958571428571428,0.8139285714285716
s09s10,0.35,0.1,phone,1200,1200,800,800,0.13585714285714284,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8588214285714286,0.9703312500000001,0.8699724107142859
s09s10,0.35,0.1,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s09s10,0.35,0.1,combined,1600,1600,1150,1150,0.15686153846153847,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.836351839464883,0.9742396135265701,0.8501406168710517
s09s10,0.35,0.15,dev,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
s09s10,0.35,0.15,factorial,400,400,350,350,0.19999999999999998,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.796,0.9958571428571428,0.8159857142857143
s09s10,0.35,0.15,phone,1200,1200,800,800,0.13585714285714284,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8598214285714285,0.9703312500000001,0.8708724107142858
s09s10,0.35,0.15,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.15,combined,1600,1600,1150,1150,0.15686153846153847,0.1878260869565217,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8360040133779264,0.9742396135265701,0.8498275733927907
s09s10,0.35,0.2,dev,400,400,350,350,0.21709090909090906,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7817402597402597,0.9947428571428572,0.8030405194805195
s09s10,0.35,0.2,factorial,400,400,350,350,0.19999999999999998,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.796,0.9958571428571428,0.8159857142857143
s09s10,0.35,0.2,phone,1200,1200,800,800,0.13585714285714284,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8603214285714285,0.9703312500000001,0.8713224107142857
s09s10,0.35,0.2,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.2,combined,1600,1600,1150,1150,0.15686153846153847,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.836351839464883,0.9742396135265701,0.8501406168710517
s09s10,0.35,0.25,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s09s10,0.35,0.25,factorial,400,400,350,350,0.19999999999999998,0.19999999999999998,0.20571428571428574,0.9928,0.9989142857142856,0.7982857142857143,0.9958571428571428,0.8180428571428572
s09s10,0.35,0.25,phone,1200,1200,800,800,0.13585714285714284,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8603214285714285,0.9703312500000001,0.8713224107142857
s09s10,0.35,0.25,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.25,combined,1600,1600,1150,1150,0.15686153846153847,0.18434782608695655,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8366996655518395,0.9742396135265701,0.8504536603493127
s09s10,0.35,0.3,dev,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
s09s10,0.35,0.3,factorial,400,400,350,350,0.19999999999999998,0.20571428571428574,0.20571428571428574,0.9928,0.9989142857142856,0.7971428571428572,0.9958571428571428,0.8170142857142857
s09s10,0.35,0.3,phone,1200,1200,800,800,0.13585714285714284,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8603214285714285,0.9703312500000001,0.8713224107142857
s09s10,0.35,0.3,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.3,combined,1600,1600,1150,1150,0.15686153846153847,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.837047491638796,0.9742396135265701,0.8507667038275735
s09s10,0.35,0.35,dev,400,400,350,350,0.21709090909090906,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7840259740259741,0.9947428571428572,0.8050976623376624
s09s10,0.35,0.35,factorial,400,400,350,350,0.19999999999999998,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.796,0.9958571428571428,0.8159857142857143
s09s10,0.35,0.35,phone,1200,1200,800,800,0.13585714285714284,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8608214285714286,0.9703312500000001,0.8717724107142858
s09s10,0.35,0.35,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.35,combined,1600,1600,1150,1150,0.15686153846153847,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8380909698996655,0.9742396135265701,0.851705834262356
s09s10,0.35,0.4,dev,400,400,350,350,0.21709090909090906,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7840259740259741,0.9947428571428572,0.8050976623376624
s09s10,0.35,0.4,factorial,400,400,350,350,0.19999999999999998,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.7948571428571429,0.9958571428571428,0.8149571428571429
s09s10,0.35,0.4,phone,1200,1200,800,800,0.13585714285714284,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8613214285714286,0.9703312500000001,0.8722224107142857
s09s10,0.35,0.4,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s10,0.35,0.4,combined,1600,1600,1150,1150,0.15686153846153847,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8391344481605352,0.9742396135265701,0.8526449646971388
s09s10,0.4,0.0,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s09s10,0.4,0.0,factorial,400,400,350,350,0.20763636363636362,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7898961038961039,0.9958571428571428,0.8104922077922078
s09s10,0.4,0.0,phone,1200,1200,800,800,0.13414285714285712,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8581785714285715,0.9703312500000001,0.8693938392857143
s09s10,0.4,0.0,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.0,combined,1600,1600,1150,1150,0.14875897435897437,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8397074693422519,0.9742396135265701,0.8531606837606838
s09s10,0.4,0.025,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s09s10,0.4,0.025,factorial,400,400,350,350,0.20763636363636362,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7887532467532468,0.9958571428571428,0.8094636363636364
s09s10,0.4,0.025,phone,1200,1200,800,800,0.13414285714285712,0.16500000000000004,0.13749999999999998,0.956603125,0.9840593750000001,0.8586785714285714,0.9703312500000001,0.8698438392857143
s09s10,0.4,0.025,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.025,combined,1600,1600,1150,1150,0.14875897435897437,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8397074693422519,0.9742396135265701,0.8531606837606838
s09s10,0.4,0.05,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s09s10,0.4,0.05,factorial,400,400,350,350,0.20763636363636362,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7898961038961039,0.9958571428571428,0.8104922077922078
s09s10,0.4,0.05,phone,1200,1200,800,800,0.13414285714285712,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8591785714285713,0.9703312500000001,0.8702938392857142
s09s10,0.4,0.05,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.05,combined,1600,1600,1150,1150,0.14875897435897437,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.840403121516165,0.9742396135265701,0.8537867707172055
s09s10,0.4,0.075,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s09s10,0.4,0.075,factorial,400,400,350,350,0.20763636363636362,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.791038961038961,0.9958571428571428,0.8115207792207791
s09s10,0.4,0.075,phone,1200,1200,800,800,0.13414285714285712,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8596785714285715,0.9703312500000001,0.8707438392857144
s09s10,0.4,0.075,yue,124,124,108,124,0.12228260869565216,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8711436418887332,,
s09s10,0.4,0.075,combined,1600,1600,1150,1150,0.14875897435897437,0.1878260869565217,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8400552954292085,0.9742396135265701,0.8534737272389448
s09s10,0.4,0.1,dev,400,400,350,350,0.21527272727272728,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7815064935064935,0.9947428571428572,0.8028301298701299
s09s10,0.4,0.1,factorial,400,400,350,350,0.20763636363636362,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7898961038961039,0.9958571428571428,0.8104922077922078
s09s10,0.4,0.1,phone,1200,1200,800,800,0.13414285714285712,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8596785714285715,0.9703312500000001,0.8707438392857144
s09s10,0.4,0.1,yue,124,124,108,124,0.12228260869565216,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8711436418887332,,
s09s10,0.4,0.1,combined,1600,1600,1150,1150,0.14875897435897437,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.840403121516165,0.9742396135265701,0.8537867707172055
s09s10,0.4,0.15,dev,400,400,350,350,0.21527272727272728,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7803636363636364,0.9947428571428572,0.8018015584415585
s09s10,0.4,0.15,factorial,400,400,350,350,0.20763636363636362,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.7921818181818181,0.9958571428571428,0.8125493506493506
s09s10,0.4,0.15,phone,1200,1200,800,800,0.13414285714285712,0.15500000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8606785714285714,0.9703312500000001,0.8716438392857143
s09s10,0.4,0.15,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.15,combined,1600,1600,1150,1150,0.14875897435897437,0.1878260869565217,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8400552954292085,0.9742396135265701,0.8534737272389448
s09s10,0.4,0.2,dev,400,400,350,350,0.21527272727272728,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7826493506493506,0.9947428571428572,0.8038587012987013
s09s10,0.4,0.2,factorial,400,400,350,350,0.20763636363636362,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.7921818181818181,0.9958571428571428,0.8125493506493506
s09s10,0.4,0.2,phone,1200,1200,800,800,0.13414285714285712,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8611785714285713,0.9703312500000001,0.8720938392857143
s09s10,0.4,0.2,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.2,combined,1600,1600,1150,1150,0.14875897435897437,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.840403121516165,0.9742396135265701,0.8537867707172055
s09s10,0.4,0.25,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s09s10,0.4,0.25,factorial,400,400,350,350,0.20763636363636362,0.19999999999999998,0.20571428571428574,0.9928,0.9989142857142856,0.7944675324675325,0.9958571428571428,0.8146064935064936
s09s10,0.4,0.25,phone,1200,1200,800,800,0.13414285714285712,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8611785714285713,0.9703312500000001,0.8720938392857143
s09s10,0.4,0.25,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.25,combined,1600,1600,1150,1150,0.14875897435897437,0.18434782608695655,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8407509476031215,0.9742396135265701,0.8540998141954663
s09s10,0.4,0.3,dev,400,400,350,350,0.21527272727272728,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7837922077922077,0.9947428571428572,0.8048872727272727
s09s10,0.4,0.3,factorial,400,400,350,350,0.20763636363636362,0.20571428571428574,0.20571428571428574,0.9928,0.9989142857142856,0.7933246753246752,0.9958571428571428,0.813577922077922
s09s10,0.4,0.3,phone,1200,1200,800,800,0.13414285714285712,0.15249999999999997,0.13749999999999998,0.956603125,0.9840593750000001,0.8611785714285713,0.9703312500000001,0.8720938392857143
s09s10,0.4,0.3,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.3,combined,1600,1600,1150,1150,0.14875897435897437,0.18260869565217389,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8410987736900781,0.9742396135265701,0.8544128576737273
s09s10,0.4,0.35,dev,400,400,350,350,0.21527272727272728,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7849350649350649,0.9947428571428572,0.8059158441558442
s09s10,0.4,0.35,factorial,400,400,350,350,0.20763636363636362,0.2114285714285714,0.20571428571428574,0.9928,0.9989142857142856,0.7921818181818181,0.9958571428571428,0.8125493506493506
s09s10,0.4,0.35,phone,1200,1200,800,800,0.13414285714285712,0.15000000000000002,0.13749999999999998,0.956603125,0.9840593750000001,0.8616785714285715,0.9703312500000001,0.8725438392857144
s09s10,0.4,0.35,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.35,combined,1600,1600,1150,1150,0.14875897435897437,0.1773913043478261,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8421422519509476,0.9742396135265701,0.8553519881085099
s09s10,0.4,0.4,dev,400,400,350,350,0.21527272727272728,0.2628571428571429,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7849350649350649,0.9947428571428572,0.8059158441558442
s09s10,0.4,0.4,factorial,400,400,350,350,0.20763636363636362,0.21714285714285717,0.20571428571428574,0.9928,0.9989142857142856,0.791038961038961,0.9958571428571428,0.8115207792207791
s09s10,0.4,0.4,phone,1200,1200,800,800,0.13414285714285712,0.14749999999999996,0.13749999999999998,0.956603125,0.9840593750000001,0.8621785714285715,0.9703312500000001,0.8729938392857144
s09s10,0.4,0.4,yue,124,124,108,124,0.12228260869565216,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8748936418887331,,
s09s10,0.4,0.4,combined,1600,1600,1150,1150,0.14875897435897437,0.1721739130434783,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8431857302118172,0.9742396135265701,0.8562911185432924
s09s11,0.0,0.0,dev,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
s09s11,0.0,0.0,factorial,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
s09s11,0.0,0.0,phone,1200,1200,800,800,0.16828571428571432,0.16749999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8411071428571428,0.9703312500000001,0.8540295535714286
s09s11,0.0,0.0,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s11,0.0,0.0,combined,1600,1600,1150,1150,0.18065641025641022,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.823758751393534,0.9742396135265701,0.8388068376068376
s09s11,0.0,0.025,dev,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
s09s11,0.0,0.025,factorial,400,400,350,350,0.21709090909090906,0.22857142857142854,0.20571428571428574,0.9928,0.9989142857142856,0.7840259740259741,0.9958571428571428,0.805209090909091
s09s11,0.0,0.025,phone,1200,1200,800,800,0.16828571428571432,0.16500000000000004,0.13749999999999998,0.956603125,0.9840593750000001,0.8416071428571428,0.9703312500000001,0.8544795535714286
s09s11,0.0,0.025,yue,124,124,108,124,0.10122282608695654,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8854235331930809,,
s09s11,0.0,0.025,combined,1600,1600,1150,1150,0.18065641025641022,0.18956521739130439,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.823758751393534,0.9742396135265701,0.8388068376068376
s09s11,0.0,0.05,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
s09s11,0.0,0.05,factorial,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
s09s11,0.0,0.05,phone,1200,1200,800,800,0.16828571428571432,0.16249999999999998,0.13749999999999998,0.956603125,0.9840593750000001,0.8421071428571427,0.9703312500000001,0.8549295535714285
s09s11,0.0,0.05,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s09s11,0.0,0.05,combined,1600,1600,1150,1150,0.18065641025641022,0.1878260869565217,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.8241065774804905,0.9742396135265701,0.8391198810850986
s09s11,0.0,0.075,dev,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
s09s11,0.0,0.075,factorial,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
s09s11,0.0,0.075,phone,1200,1200,800,800,0.16828571428571432,0.16000000000000003,0.13749999999999998,0.956603125,0.9840593750000001,0.8426071428571429,0.9703312500000001,0.8553795535714287
s09s11,0.0,0.075,yue,124,124,108,124,0.10122282608695654,0.12083333333333335,0.14516129032258063,0.9837962962962963,,0.8816735331930808,,
s09s11,0.0,0.075,combined,1600,1600,1150,1150,0.18065641025641022,0.18608695652173912,0.16000000000000003,0.9602415458937198,0.9882376811594205,0.824454403567447,0.9742396135265701,0.8394329245633594
s09s11,0.0,0.1,dev,400,400,350,350,0.21709090909090906,0.28,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7805974025974026,0.9947428571428572,0.8020119480519481
