ID,ARCHIVE_MEMBER,ROLE,FILE_FAKE,VOICE_PRESENT,MUSIC_PRESENT,VOICE_FAKE,MUSIC_FAKE,COMPONENT_CASE,VOICE_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,SNR_DB,SOURCE_SPLIT
RS-FM_LA_D_9678576_9FLDpfkbxZs,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9678576_9FLDpfkbxZs.wav,development,1,1,1,0,1,RF,LA_D_9678576,fmc:9FLDpfkbxZs,FakeMusicCaps:musicldm,20.0,dev
RS-FM_LA_D_9891140_fake_54212_udio_0,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9891140_fake_54212_udio_0.wav,development,1,1,1,0,1,RF,LA_D_9891140,sonics:54212,SONICS:Udio,5.0,dev
RS-FM_LA_D_9980740_fake_18852_suno_1,MixFake/mixed_dataset/dev/audio/RS-FM_LA_D_9980740_fake_18852_suno_1.wav,development,1,1,1,0,1,RF,LA_D_9980740,sonics:18852,SONICS:Suno,-5.0,dev
RS-RM_LA_D_1213994_058600,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1213994_058600.wav,development,0,1,1,0,0,RR,LA_D_1213994,fma:58600,FMA,0.0,dev
RS-RM_LA_D_1299580_073581,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1299580_073581.wav,development,0,1,1,0,0,RR,LA_D_1299580,fma:73581,FMA,20.0,dev
RS-RM_LA_D_1322543_014210,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1322543_014210.wav,development,0,1,1,0,0,RR,LA_D_1322543,fma:14210,FMA,10.0,dev
RS-RM_LA_D_1376638_107427,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1376638_107427.wav,development,0,1,1,0,0,RR,LA_D_1376638,fma:107427,FMA,-5.0,dev
RS-RM_LA_D_1556595_069209,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1556595_069209.wav,development,0,1,1,0,0,RR,LA_D_1556595,fma:69209,FMA,-5.0,dev
RS-RM_LA_D_1720317_006608,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1720317_006608.wav,development,0,1,1,0,0,RR,LA_D_1720317,fma:6608,FMA,20.0,dev
RS-RM_LA_D_1770174_116457,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1770174_116457.wav,development,0,1,1,0,0,RR,LA_D_1770174,fma:116457,FMA,-5.0,dev
RS-RM_LA_D_1837988_099095,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_1837988_099095.wav,development,0,1,1,0,0,RR,LA_D_1837988,fma:99095,FMA,20.0,dev
RS-RM_LA_D_2265315_039484,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_2265315_039484.wav,development,0,1,1,0,0,RR,LA_D_2265315,fma:39484,FMA,15.0,dev
RS-RM_LA_D_2441943_098491,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_2441943_098491.wav,development,0,1,1,0,0,RR,LA_D_2441943,fma:98491,FMA,10.0,dev
RS-RM_LA_D_2462521_127083,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_2462521_127083.wav,development,0,1,1,0,0,RR,LA_D_2462521,fma:127083,FMA,5.0,dev
RS-RM_LA_D_2525000_145969,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_2525000_145969.wav,development,0,1,1,0,0,RR,LA_D_2525000,fma:145969,FMA,-5.0,dev
RS-RM_LA_D_2905424_065783,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_2905424_065783.wav,development,0,1,1,0,0,RR,LA_D_2905424,fma:65783,FMA,5.0,dev
RS-RM_LA_D_3315214_065705,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_3315214_065705.wav,development,0,1,1,0,0,RR,LA_D_3315214,fma:65705,FMA,-5.0,dev
RS-RM_LA_D_3796498_062041,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_3796498_062041.wav,development,0,1,1,0,0,RR,LA_D_3796498,fma:62041,FMA,5.0,dev
RS-RM_LA_D_3797749_008494,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_3797749_008494.wav,development,0,1,1,0,0,RR,LA_D_3797749,fma:8494,FMA,15.0,dev
RS-RM_LA_D_3916177_099250,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_3916177_099250.wav,development,0,1,1,0,0,RR,LA_D_3916177,fma:99250,FMA,5.0,dev
RS-RM_LA_D_4072040_129124,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4072040_129124.wav,development,0,1,1,0,0,RR,LA_D_4072040,fma:129124,FMA,20.0,dev
RS-RM_LA_D_4137927_124393,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4137927_124393.wav,development,0,1,1,0,0,RR,LA_D_4137927,fma:124393,FMA,5.0,dev
RS-RM_LA_D_4154887_114658,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4154887_114658.wav,development,0,1,1,0,0,RR,LA_D_4154887,fma:114658,FMA,20.0,dev
RS-RM_LA_D_4279522_128533,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4279522_128533.wav,development,0,1,1,0,0,RR,LA_D_4279522,fma:128533,FMA,0.0,dev
RS-RM_LA_D_4310926_122380,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4310926_122380.wav,development,0,1,1,0,0,RR,LA_D_4310926,fma:122380,FMA,-5.0,dev
RS-RM_LA_D_4386823_095231,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4386823_095231.wav,development,0,1,1,0,0,RR,LA_D_4386823,fma:95231,FMA,15.0,dev
RS-RM_LA_D_4492847_108500,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4492847_108500.wav,development,0,1,1,0,0,RR,LA_D_4492847,fma:108500,FMA,20.0,dev
RS-RM_LA_D_4767218_086482,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4767218_086482.wav,development,0,1,1,0,0,RR,LA_D_4767218,fma:86482,FMA,-5.0,dev
RS-RM_LA_D_4876634_015968,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4876634_015968.wav,development,0,1,1,0,0,RR,LA_D_4876634,fma:15968,FMA,15.0,dev
RS-RM_LA_D_4930262_060475,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4930262_060475.wav,development,0,1,1,0,0,RR,LA_D_4930262,fma:60475,FMA,20.0,dev
RS-RM_LA_D_4949188_145690,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4949188_145690.wav,development,0,1,1,0,0,RR,LA_D_4949188,fma:145690,FMA,-5.0,dev
RS-RM_LA_D_4992364_040939,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_4992364_040939.wav,development,0,1,1,0,0,RR,LA_D_4992364,fma:40939,FMA,15.0,dev
RS-RM_LA_D_5029338_023077,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5029338_023077.wav,development,0,1,1,0,0,RR,LA_D_5029338,fma:23077,FMA,20.0,dev
RS-RM_LA_D_5045373_036576,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5045373_036576.wav,development,0,1,1,0,0,RR,LA_D_5045373,fma:36576,FMA,-5.0,dev
RS-RM_LA_D_5115522_038750,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5115522_038750.wav,development,0,1,1,0,0,RR,LA_D_5115522,fma:38750,FMA,20.0,dev
RS-RM_LA_D_5224129_025030,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5224129_025030.wav,development,0,1,1,0,0,RR,LA_D_5224129,fma:25030,FMA,2.44,dev
RS-RM_LA_D_5495040_012074,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5495040_012074.wav,development,0,1,1,0,0,RR,LA_D_5495040,fma:12074,FMA,0.0,dev
RS-RM_LA_D_5497034_069721,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5497034_069721.wav,development,0,1,1,0,0,RR,LA_D_5497034,fma:69721,FMA,10.0,dev
RS-RM_LA_D_5547400_122047,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5547400_122047.wav,development,0,1,1,0,0,RR,LA_D_5547400,fma:122047,FMA,15.0,dev
RS-RM_LA_D_5651240_012390,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5651240_012390.wav,development,0,1,1,0,0,RR,LA_D_5651240,fma:12390,FMA,-5.0,dev
RS-RM_LA_D_5664870_068239,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5664870_068239.wav,development,0,1,1,0,0,RR,LA_D_5664870,fma:68239,FMA,0.0,dev
RS-RM_LA_D_5747580_082063,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_5747580_082063.wav,development,0,1,1,0,0,RR,LA_D_5747580,fma:82063,FMA,20.0,dev
RS-RM_LA_D_6122499_130369,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_6122499_130369.wav,development,0,1,1,0,0,RR,LA_D_6122499,fma:130369,FMA,0.0,dev
RS-RM_LA_D_6198746_109668,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_6198746_109668.wav,development,0,1,1,0,0,RR,LA_D_6198746,fma:109668,FMA,-5.0,dev
RS-RM_LA_D_6262512_037928,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_6262512_037928.wav,development,0,1,1,0,0,RR,LA_D_6262512,fma:37928,FMA,5.0,dev
RS-RM_LA_D_6631537_023546,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_6631537_023546.wav,development,0,1,1,0,0,RR,LA_D_6631537,fma:23546,FMA,10.0,dev
RS-RM_LA_D_7045141_075226,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7045141_075226.wav,development,0,1,1,0,0,RR,LA_D_7045141,fma:75226,FMA,10.0,dev
RS-RM_LA_D_7057765_011389,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7057765_011389.wav,development,0,1,1,0,0,RR,LA_D_7057765,fma:11389,FMA,0.0,dev
RS-RM_LA_D_7114977_020130,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7114977_020130.wav,development,0,1,1,0,0,RR,LA_D_7114977,fma:20130,FMA,10.0,dev
RS-RM_LA_D_7139553_042241,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7139553_042241.wav,development,0,1,1,0,0,RR,LA_D_7139553,fma:42241,FMA,10.0,dev
RS-RM_LA_D_7140023_094790,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7140023_094790.wav,development,0,1,1,0,0,RR,LA_D_7140023,fma:94790,FMA,10.0,dev
RS-RM_LA_D_7162317_048533,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7162317_048533.wav,development,0,1,1,0,0,RR,LA_D_7162317,fma:48533,FMA,15.0,dev
RS-RM_LA_D_7164376_141616,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7164376_141616.wav,development,0,1,1,0,0,RR,LA_D_7164376,fma:141616,FMA,5.0,dev
RS-RM_LA_D_7360454_040133,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7360454_040133.wav,development,0,1,1,0,0,RR,LA_D_7360454,fma:40133,FMA,10.0,dev
RS-RM_LA_D_7473191_143293,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7473191_143293.wav,development,0,1,1,0,0,RR,LA_D_7473191,fma:143293,FMA,15.0,dev
RS-RM_LA_D_7512726_031150,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7512726_031150.wav,development,0,1,1,0,0,RR,LA_D_7512726,fma:31150,FMA,15.0,dev
RS-RM_LA_D_7870160_006372,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7870160_006372.wav,development,0,1,1,0,0,RR,LA_D_7870160,fma:6372,FMA,10.0,dev
RS-RM_LA_D_7891590_127334,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7891590_127334.wav,development,0,1,1,0,0,RR,LA_D_7891590,fma:127334,FMA,20.0,dev
RS-RM_LA_D_7895200_082440,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7895200_082440.wav,development,0,1,1,0,0,RR,LA_D_7895200,fma:82440,FMA,5.0,dev
RS-RM_LA_D_7948554_011259,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7948554_011259.wav,development,0,1,1,0,0,RR,LA_D_7948554,fma:11259,FMA,20.0,dev
RS-RM_LA_D_7974536_015261,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_7974536_015261.wav,development,0,1,1,0,0,RR,LA_D_7974536,fma:15261,FMA,15.0,dev
RS-RM_LA_D_8043080_110637,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8043080_110637.wav,development,0,1,1,0,0,RR,LA_D_8043080,fma:110637,FMA,10.0,dev
RS-RM_LA_D_8087859_111230,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8087859_111230.wav,development,0,1,1,0,0,RR,LA_D_8087859,fma:111230,FMA,-5.0,dev
RS-RM_LA_D_8130173_007778,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8130173_007778.wav,development,0,1,1,0,0,RR,LA_D_8130173,fma:7778,FMA,20.0,dev
RS-RM_LA_D_8138324_000893,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8138324_000893.wav,development,0,1,1,0,0,RR,LA_D_8138324,fma:893,FMA,20.0,dev
RS-RM_LA_D_8147163_039318,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8147163_039318.wav,development,0,1,1,0,0,RR,LA_D_8147163,fma:39318,FMA,20.0,dev
RS-RM_LA_D_8174725_124875,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8174725_124875.wav,development,0,1,1,0,0,RR,LA_D_8174725,fma:124875,FMA,5.0,dev
RS-RM_LA_D_8190929_107655,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8190929_107655.wav,development,0,1,1,0,0,RR,LA_D_8190929,fma:107655,FMA,5.0,dev
RS-RM_LA_D_8237075_034440,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8237075_034440.wav,development,0,1,1,0,0,RR,LA_D_8237075,fma:34440,FMA,10.0,dev
RS-RM_LA_D_8432583_035532,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8432583_035532.wav,development,0,1,1,0,0,RR,LA_D_8432583,fma:35532,FMA,15.0,dev
RS-RM_LA_D_8503024_133728,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8503024_133728.wav,development,0,1,1,0,0,RR,LA_D_8503024,fma:133728,FMA,0.0,dev
RS-RM_LA_D_8538667_048394,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8538667_048394.wav,development,0,1,1,0,0,RR,LA_D_8538667,fma:48394,FMA,10.0,dev
RS-RM_LA_D_8592900_092368,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8592900_092368.wav,development,0,1,1,0,0,RR,LA_D_8592900,fma:92368,FMA,0.0,dev
RS-RM_LA_D_8946580_072602,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8946580_072602.wav,development,0,1,1,0,0,RR,LA_D_8946580,fma:72602,FMA,5.0,dev
RS-RM_LA_D_8976620_067466,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_8976620_067466.wav,development,0,1,1,0,0,RR,LA_D_8976620,fma:67466,FMA,-5.0,dev
RS-RM_LA_D_9272636_071273,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9272636_071273.wav,development,0,1,1,0,0,RR,LA_D_9272636,fma:71273,FMA,5.0,dev
RS-RM_LA_D_9386152_024521,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9386152_024521.wav,development,0,1,1,0,0,RR,LA_D_9386152,fma:24521,FMA,0.0,dev
RS-RM_LA_D_9442238_086042,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9442238_086042.wav,development,0,1,1,0,0,RR,LA_D_9442238,fma:86042,FMA,20.0,dev
RS-RM_LA_D_9549607_147192,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9549607_147192.wav,development,0,1,1,0,0,RR,LA_D_9549607,fma:147192,FMA,5.0,dev
RS-RM_LA_D_9561057_044853,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9561057_044853.wav,development,0,1,1,0,0,RR,LA_D_9561057,fma:44853,FMA,5.0,dev
RS-RM_LA_D_9678576_148077,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9678576_148077.wav,development,0,1,1,0,0,RR,LA_D_9678576,fma:148077,FMA,5.0,dev
RS-RM_LA_D_9891140_024420,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9891140_024420.wav,development,0,1,1,0,0,RR,LA_D_9891140,fma:24420,FMA,-5.0,dev
RS-RM_LA_D_9980740_014678,MixFake/mixed_dataset/dev/audio/RS-RM_LA_D_9980740_014678.wav,development,0,1,1,0,0,RR,LA_D_9980740,fma:14678,FMA,5.0,dev
