ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,SNR_DB,PARENT_ID,CHANNEL,SOURCE_DATASET,GENERATOR,GROUP_ID,SPLIT,VOCODER,SPEAKER,DURATION
sdm_real_0047__phonefact_resample8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0047,resample8k,source_disjoint_music_v1,real,096408,prospective,,,
sdm_real_0047__phonefact_g711_ulaw,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0047,g711_ulaw,source_disjoint_music_v1,real,096408,prospective,,,
sdm_real_0047__phonefact_g726_24k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0047,g726_24k,source_disjoint_music_v1,real,096408,prospective,,,
sdm_real_0047__phonefact_opus_nb_8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0047,opus_nb_8k,source_disjoint_music_v1,real,096408,prospective,,,
sdm_real_0048__phonefact_resample8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0048,resample8k,source_disjoint_music_v1,real,123964,alignment,,,
sdm_real_0048__phonefact_g711_ulaw,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0048,g711_ulaw,source_disjoint_music_v1,real,123964,alignment,,,
sdm_real_0048__phonefact_g726_24k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0048,g726_24k,source_disjoint_music_v1,real,123964,alignment,,,
sdm_real_0048__phonefact_opus_nb_8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0048,opus_nb_8k,source_disjoint_music_v1,real,123964,alignment,,,
sdm_real_0049__phonefact_resample8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0049,resample8k,source_disjoint_music_v1,real,116833,prospective,,,
sdm_real_0049__phonefact_g711_ulaw,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0049,g711_ulaw,source_disjoint_music_v1,real,116833,prospective,,,
sdm_real_0049__phonefact_g726_24k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0049,g726_24k,source_disjoint_music_v1,real,116833,prospective,,,
sdm_real_0049__phonefact_opus_nb_8k,0,,0.0,0,1,music,source_disjoint,FMA,common_flac16k,,,,sdm_real_0049,opus_nb_8k,source_disjoint_music_v1,real,116833,prospective,,,
sdm_fake_0000__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0000,resample8k,source_disjoint_music_v1,udio-120s,sonics_5274,alignment,,,
sdm_fake_0000__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0000,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_5274,alignment,,,
sdm_fake_0000__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0000,g726_24k,source_disjoint_music_v1,udio-120s,sonics_5274,alignment,,,
sdm_fake_0000__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0000,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_5274,alignment,,,
sdm_fake_0001__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0001,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3480,prospective,,,
sdm_fake_0001__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0001,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3480,prospective,,,
sdm_fake_0001__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0001,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3480,prospective,,,
sdm_fake_0001__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0001,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3480,prospective,,,
sdm_fake_0002__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0002,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_340,alignment,,,
sdm_fake_0002__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0002,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_340,alignment,,,
sdm_fake_0002__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0002,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_340,alignment,,,
sdm_fake_0002__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0002,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_340,alignment,,,
sdm_fake_0003__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0003,resample8k,source_disjoint_music_v1,udio-120s,sonics_2376,prospective,,,
sdm_fake_0003__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0003,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2376,prospective,,,
sdm_fake_0003__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0003,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2376,prospective,,,
sdm_fake_0003__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0003,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2376,prospective,,,
sdm_fake_0004__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,
sdm_fake_0004__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,
sdm_fake_0004__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,
sdm_fake_0004__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0004,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_819,alignment,,,
sdm_fake_0005__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,
sdm_fake_0005__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,
sdm_fake_0005__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,
sdm_fake_0005__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0005,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_4061,prospective,,,
sdm_fake_0006__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,resample8k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,
sdm_fake_0006__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,
sdm_fake_0006__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,
sdm_fake_0006__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0006,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3140,alignment,,,
sdm_fake_0007__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,
sdm_fake_0007__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,
sdm_fake_0007__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,
sdm_fake_0007__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0007,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2365,prospective,,,
sdm_fake_0008__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,resample8k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,
sdm_fake_0008__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,
sdm_fake_0008__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,g726_24k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,
sdm_fake_0008__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0008,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_5411,alignment,,,
sdm_fake_0009__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,
sdm_fake_0009__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,
sdm_fake_0009__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,
sdm_fake_0009__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0009,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3198,prospective,,,
sdm_fake_0010__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,resample8k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,
sdm_fake_0010__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,
sdm_fake_0010__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,g726_24k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,
sdm_fake_0010__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0010,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_1281,alignment,,,
sdm_fake_0011__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,
sdm_fake_0011__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,
sdm_fake_0011__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,
sdm_fake_0011__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0011,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3652,prospective,,,
sdm_fake_0012__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,resample8k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,
sdm_fake_0012__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,
sdm_fake_0012__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,
sdm_fake_0012__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0012,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3298,alignment,,,
sdm_fake_0013__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,
sdm_fake_0013__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,
sdm_fake_0013__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,
sdm_fake_0013__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0013,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_1959,prospective,,,
sdm_fake_0014__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,resample8k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,
sdm_fake_0014__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,
sdm_fake_0014__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,
sdm_fake_0014__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0014,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2503,alignment,,,
sdm_fake_0015__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,
sdm_fake_0015__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,
sdm_fake_0015__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,
sdm_fake_0015__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0015,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_3798,prospective,,,
sdm_fake_0016__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,resample8k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,
sdm_fake_0016__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,
sdm_fake_0016__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,g726_24k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,
sdm_fake_0016__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0016,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_4722,alignment,,,
sdm_fake_0017__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,
sdm_fake_0017__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,
sdm_fake_0017__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,
sdm_fake_0017__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0017,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2163,prospective,,,
sdm_fake_0018__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,
sdm_fake_0018__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,
sdm_fake_0018__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,
sdm_fake_0018__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0018,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2420,alignment,,,
sdm_fake_0019__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,resample8k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,
sdm_fake_0019__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,
sdm_fake_0019__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,g726_24k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,
sdm_fake_0019__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0019,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_1054,prospective,,,
sdm_fake_0020__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,resample8k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,
sdm_fake_0020__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,
sdm_fake_0020__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,g726_24k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,
sdm_fake_0020__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0020,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_21,alignment,,,
sdm_fake_0021__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,resample8k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,
sdm_fake_0021__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,
sdm_fake_0021__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,g726_24k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,
sdm_fake_0021__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0021,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_786,prospective,,,
sdm_fake_0022__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,
sdm_fake_0022__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,
sdm_fake_0022__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,
sdm_fake_0022__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0022,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_5072,alignment,,,
sdm_fake_0023__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,
sdm_fake_0023__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,
sdm_fake_0023__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,
sdm_fake_0023__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0023,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_2700,prospective,,,
sdm_fake_0024__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,resample8k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,
sdm_fake_0024__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,
sdm_fake_0024__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,g726_24k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,
sdm_fake_0024__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0024,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_3502,alignment,,,
sdm_fake_0025__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,resample8k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,
sdm_fake_0025__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,
sdm_fake_0025__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,
sdm_fake_0025__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0025,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2440,prospective,,,
sdm_fake_0026__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,
sdm_fake_0026__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,
sdm_fake_0026__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,g726_24k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,
sdm_fake_0026__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0026,opus_nb_8k,source_disjoint_music_v1,chirp-v3.5,sonics_4970,alignment,,,
sdm_fake_0027__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,resample8k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,
sdm_fake_0027__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,g711_ulaw,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,
sdm_fake_0027__phonefact_g726_24k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,g726_24k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,
sdm_fake_0027__phonefact_opus_nb_8k,1,,1.0,0,1,music,source_disjoint,SONICS-udio,common_flac16k,,,,sdm_fake_0027,opus_nb_8k,source_disjoint_music_v1,udio-120s,sonics_2952,prospective,,,
sdm_fake_0028__phonefact_resample8k,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,resample8k,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,
sdm_fake_0028__phonefact_g711_ulaw,1,,1.0,0,1,music,source_disjoint,SONICS-suno,common_flac16k,,,,sdm_fake_0028,g711_ulaw,source_disjoint_music_v1,chirp-v3.5,sonics_2319,alignment,,,
