scope,axis,group,model,n,real_n,fake_n,FILE_EER
pair,DURATION,VR_vs_VF|30,anchor_local_0.2,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,current_anchor,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,parent,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,global,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,local,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_global_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_global_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_global_0.1,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_global_0.2,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_local_0.025,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_local_0.05,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_local_0.1,60,30,30,0.0
pair,DURATION,VR_vs_VF|60,anchor_local_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,current_anchor,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,parent,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,global,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,local,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_global_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_global_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_global_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_global_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_local_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_local_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_local_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|clean,anchor_local_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,current_anchor,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,parent,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,global,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,local,60,30,30,0.033333333333333326
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_global_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_global_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_global_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_global_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_local_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_local_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_local_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|g711_ulaw,anchor_local_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,current_anchor,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,parent,60,30,30,0.06666666666666665
pair,CHANNEL,VR_vs_VF|opus_nb_8k,global,60,30,30,0.033333333333333326
pair,CHANNEL,VR_vs_VF|opus_nb_8k,local,60,30,30,0.09999999999999999
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_global_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_global_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_global_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_global_0.2,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_local_0.025,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_local_0.05,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_local_0.1,60,30,30,0.0
pair,CHANNEL,VR_vs_VF|opus_nb_8k,anchor_local_0.2,60,30,30,0.0
pair,ALL,MR_vs_MF,current_anchor,180,90,90,0.2777777777777778
pair,ALL,MR_vs_MF,parent,180,90,90,0.3111111111111111
pair,ALL,MR_vs_MF,global,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,local,180,90,90,0.34444444444444444
pair,ALL,MR_vs_MF,anchor_global_0.025,180,90,90,0.2666666666666667
pair,ALL,MR_vs_MF,anchor_global_0.05,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,anchor_global_0.1,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,anchor_global_0.2,180,90,90,0.2333333333333333
pair,ALL,MR_vs_MF,anchor_local_0.025,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,anchor_local_0.05,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,anchor_local_0.1,180,90,90,0.25555555555555554
pair,ALL,MR_vs_MF,anchor_local_0.2,180,90,90,0.25555555555555554
pair,DURATION,MR_vs_MF|10,current_anchor,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,parent,60,30,30,0.33333333333333337
pair,DURATION,MR_vs_MF|10,global,60,30,30,0.3666666666666667
pair,DURATION,MR_vs_MF|10,local,60,30,30,0.4
pair,DURATION,MR_vs_MF|10,anchor_global_0.025,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,anchor_global_0.05,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,anchor_global_0.1,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|10,anchor_global_0.2,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|10,anchor_local_0.025,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,anchor_local_0.05,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,anchor_local_0.1,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|10,anchor_local_0.2,60,30,30,0.2333333333333333
pair,DURATION,MR_vs_MF|30,current_anchor,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|30,parent,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|30,global,60,30,30,0.16666666666666663
pair,DURATION,MR_vs_MF|30,local,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_global_0.025,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|30,anchor_global_0.05,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_global_0.1,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_global_0.2,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_local_0.025,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_local_0.05,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_local_0.1,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|30,anchor_local_0.2,60,30,30,0.2333333333333333
pair,DURATION,MR_vs_MF|60,current_anchor,60,30,30,0.2666666666666667
pair,DURATION,MR_vs_MF|60,parent,60,30,30,0.30000000000000004
pair,DURATION,MR_vs_MF|60,global,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,local,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,anchor_global_0.025,60,30,30,0.2333333333333333
pair,DURATION,MR_vs_MF|60,anchor_global_0.05,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,anchor_global_0.1,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,anchor_global_0.2,60,30,30,0.2333333333333333
pair,DURATION,MR_vs_MF|60,anchor_local_0.025,60,30,30,0.2333333333333333
pair,DURATION,MR_vs_MF|60,anchor_local_0.05,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,anchor_local_0.1,60,30,30,0.19999999999999998
pair,DURATION,MR_vs_MF|60,anchor_local_0.2,60,30,30,0.2333333333333333
pair,CHANNEL,MR_vs_MF|clean,current_anchor,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,parent,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|clean,global,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|clean,local,60,30,30,0.30000000000000004
pair,CHANNEL,MR_vs_MF|clean,anchor_global_0.025,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_global_0.05,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_global_0.1,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_global_0.2,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_local_0.025,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_local_0.05,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_local_0.1,60,30,30,0.06666666666666665
pair,CHANNEL,MR_vs_MF|clean,anchor_local_0.2,60,30,30,0.09999999999999999
pair,CHANNEL,MR_vs_MF|g711_ulaw,current_anchor,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,parent,60,30,30,0.19999999999999998
pair,CHANNEL,MR_vs_MF|g711_ulaw,global,60,30,30,0.16666666666666663
pair,CHANNEL,MR_vs_MF|g711_ulaw,local,60,30,30,0.2666666666666667
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_global_0.025,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_global_0.05,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_global_0.1,60,30,30,0.09999999999999999
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_global_0.2,60,30,30,0.09999999999999999
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_local_0.025,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_local_0.05,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_local_0.1,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|g711_ulaw,anchor_local_0.2,60,30,30,0.1333333333333333
pair,CHANNEL,MR_vs_MF|opus_nb_8k,current_anchor,60,30,30,0.3666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,parent,60,30,30,0.4
pair,CHANNEL,MR_vs_MF|opus_nb_8k,global,60,30,30,0.4
pair,CHANNEL,MR_vs_MF|opus_nb_8k,local,60,30,30,0.4666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_global_0.025,60,30,30,0.3666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_global_0.05,60,30,30,0.3666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_global_0.1,60,30,30,0.4
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_global_0.2,60,30,30,0.3666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_local_0.025,60,30,30,0.3666666666666667
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_local_0.05,60,30,30,0.4
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_local_0.1,60,30,30,0.4
pair,CHANNEL,MR_vs_MF|opus_nb_8k,anchor_local_0.2,60,30,30,0.3666666666666667
