ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,FILE_FAKE_PROB
voice_0082__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0082__wav.wav,,,,,,,,,,4.424,,-,,bonafide,LA_0013,voice_0082,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.2781495153903961
voice_0083__wav,0,0.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0083__wav.wav,,,,,,,,,,4.2671875,,-,,bonafide,LA_0011,voice_0083,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.028351513668894768
voice_0084__wav,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0084__wav.wav,,,,,,,,,,4.608,,-,,bonafide,LA_0023,voice_0084,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.6680065393447876
voice_0085__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0085__wav.wav,,,,,,,,,,4.672,,-,,bonafide,LA_0020,voice_0085,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.772264838218689
voice_0086__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0086__wav.wav,,,,,,,,,,4.570125,,-,,bonafide,LA_0028,voice_0086,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.02795129083096981
voice_0087__wav,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0087__wav.wav,,,,,,,,,,4.16,,-,,bonafide,LA_0003,voice_0087,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.18612664937973022
voice_0088__wav,0,0.0,,1,0,voice,speech_only,asvspoof,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0088__wav.wav,,,,,,,,,,4.184,,-,,bonafide,LA_0014,voice_0088,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.16684116423130035
voice_0090__wav,0,0.0,,1,0,voice,speech_only,vcc2020,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0090__wav.wav,,,,,,,,,,4.928,,-,,bonafide,TEM1,voice_0090,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.8726933002471924
voice_0091__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0091__wav.wav,,,,,,,,,,4.568,,-,,bonafide,LA_0063,voice_0091,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9596405625343323
voice_0092__wav,0,0.0,,1,0,voice,speech_only,vcc2020,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0092__wav.wav,,,,,,,,,,4.16,,-,,bonafide,TFM1,voice_0092,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.7062488198280334
voice_0093__wav,0,0.0,,1,0,voice,speech_only,vcc2018,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0093__wav.wav,,,,,,,,,,6.912,,-,,bonafide,VCC2SF1,voice_0093,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.9573633074760437
voice_0094__wav,0,0.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0094__wav.wav,,,,,,,,,,4.48,,-,,bonafide,LA_0013,voice_0094,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.48861005902290344
voice_0095__wav,0,0.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0095__wav.wav,,,,,,,,,,4.352,,-,,bonafide,TGF1,voice_0095,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.7101319432258606
voice_0096__wav,0,0.0,,1,0,voice,speech_only,asvspoof,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0096__wav.wav,,,,,,,,,,4.544,,-,,bonafide,LA_0011,voice_0096,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.5565248131752014
voice_0097__wav,0,0.0,,1,0,voice,speech_only,asvspoof,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0097__wav.wav,,,,,,,,,,4.096,,-,,bonafide,LA_0024,voice_0097,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.789831817150116
voice_0098__wav,0,0.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0098__wav.wav,,,,,,,,,,6.47675,,-,,bonafide,VCC2SF2,voice_0098,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.7554876208305359
voice_0099__wav,0,0.0,,1,0,voice,speech_only,vcc2020,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0099__wav.wav,,,,,,,,,,5.696,,-,,bonafide,TMF1,voice_0099,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,real_unspecified,absent,0.974157989025116
voice_0100__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0100__wav.wav,,,,,,,,,,6.216,,HUB-D04,,traditional_vocoder,VCC2TM2,voice_0100,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0101__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0101__wav.wav,,,,,,,,,,5.295875,,SPO-N05,,traditional_vocoder,VCC2TF2,voice_0101,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999991655349731
voice_0102__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0102__wav.wav,,,,,,,,,,5.08,,SPO-N18,,traditional_vocoder,VCC2TF2,voice_0102,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999991655349731
voice_0104__wav,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0104__wav.wav,,,,,,,,,,4.485,,Task2-team16,,neural_vocoder_nonautoregressive,TMF1,voice_0104,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999996423721313
voice_0105__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0105__wav.wav,,,,,,,,,,4.032,,SPO-N18,,traditional_vocoder,VCC2TM2,voice_0105,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999992847442627
voice_0107__wav,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0107__wav.wav,,,,,,,,,,4.096,,Task2-team03,,neural_vocoder_autoregressive,TFF1,voice_0107,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0109__wav,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0109__wav.wav,,,,,,,,,,4.544,,Task2-team12,,traditional_vocoder,TFM1,voice_0109,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9962418079376221
voice_0110__wav,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0110__wav.wav,,,,,,,,,,4.2,,Task2-team13,,neural_vocoder_autoregressive,TFF1,voice_0110,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999998807907104
voice_0111__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0111__wav.wav,,,,,,,,,,4.344,,Task2-team20,,neural_vocoder_nonautoregressive,TMF1,voice_0111,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0112__wav,1,1.0,,1,0,voice,speech_only,vcc2018,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0112__wav.wav,,,,,,,,,,4.1621875,,HUB-N13,,traditional_vocoder,VCC2TM2,voice_0112,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9998741149902344
voice_0113__wav,1,1.0,,1,0,voice,speech_only,asvspoof,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0113__wav.wav,,,,,,,,,,5.688,,A17,,traditional_vocoder,LA_0030,voice_0113,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9808148145675659
voice_0114__wav,1,1.0,,1,0,voice,speech_only,vcc2020,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0114__wav.wav,,,,,,,,,,4.8,,Task1-team22,,neural_vocoder_nonautoregressive,TEM1,voice_0114,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0115__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0115__wav.wav,,,,,,,,,,4.5029375,,Task2-team33,,neural_vocoder_nonautoregressive,TGF1,voice_0115,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0116__wav,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0116__wav.wav,,,,,,,,,,4.096,,Task2-team03,,neural_vocoder_autoregressive,TFM1,voice_0116,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0117__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0117__wav.wav,,,,,,,,,,4.29525,,SPO-N17,,neural_vocoder_autoregressive,VCC2TF2,voice_0117,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999994039535522
voice_0118__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0118__wav.wav,,,,,,,,,,4.4,,Task1-team10,,neural_vocoder_autoregressive,TEM1,voice_0118,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999996423721313
voice_0119__wav,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0119__wav.wav,,,,,,,,,,4.416,,Task1-team32,,neural_vocoder_autoregressive,TEM1,voice_0119,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0120__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0120__wav.wav,,,,,,,,,,4.488,,HUB-N09,,traditional_vocoder,VCC2TF2,voice_0120,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0123__wav,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0123__wav.wav,,,,,,,,,,5.44,,Task2-team10,,neural_vocoder_autoregressive,TMM1,voice_0123,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999994039535522
voice_0124__wav,1,1.0,,1,0,voice,speech_only,vcc2020,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0124__wav.wav,,,,,,,,,,4.864,,Task2-team25,,neural_vocoder_autoregressive,TFF1,voice_0124,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0125__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0125__wav.wav,,,,,,,,,,4.725,,Task2-team28,,neural_vocoder_autoregressive,TGM1,voice_0125,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9997594952583313
voice_0126__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0126__wav.wav,,,,,,,,,,4.3900625,,Task2-team11,,neural_vocoder_autoregressive,TFM1,voice_0126,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0127__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0127__wav.wav,,,,,,,,,,4.392,,Task2-team33,,neural_vocoder_nonautoregressive,TFM1,voice_0127,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0128__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0128__wav.wav,,,,,,,,,,4.544,,HUB-N13,,traditional_vocoder,VCC2TM1,voice_0128,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9975136518478394
voice_0129__wav,1,1.0,,1,0,voice,speech_only,vcc2018,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0129__wav.wav,,,,,,,,,,4.352,,HUB-N03,,unknown,VCC2TF2,voice_0129,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0130__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0130__wav.wav,,,,,,,,,,4.48,,HUB-B00,,unknown,VCC2TF1,voice_0130,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999940395355225
voice_0131__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0131__wav.wav,,,,,,,,,,4.84,,Task1-team24,,neural_vocoder_autoregressive,TEM2,voice_0131,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999963045120239
voice_0132__wav,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0132__wav.wav,,,,,,,,,,4.096,,SPO-N10,,neural_vocoder_autoregressive,VCC2TF1,voice_0132,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0133__wav,1,1.0,,1,0,voice,speech_only,vcc2018,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0133__wav.wav,,,,,,,,,,4.224,,SPO-N18,,traditional_vocoder,VCC2TM1,voice_0133,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0134__wav,1,1.0,,1,0,voice,speech_only,asvspoof,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0134__wav.wav,,,,,,,,,,4.024,,A19,,traditional_vocoder,LA_0036,voice_0134,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9979471564292908
voice_0135__wav,1,1.0,,1,0,voice,speech_only,vcc2020,oggm4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0135__wav.wav,,,,,,,,,,4.352,,Task1-team32,,neural_vocoder_autoregressive,TEM1,voice_0135,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0137__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0137__wav.wav,,,,,,,,,,4.224,,HUB-N13,,traditional_vocoder,VCC2TF1,voice_0137,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.999991774559021
voice_0138__wav,1,1.0,,1,0,voice,speech_only,vcc2018,mp3m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0138__wav.wav,,,,,,,,,,5.44,,HUB-N04,,traditional_vocoder,VCC2TM1,voice_0138,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0139__wav,1,1.0,,1,0,voice,speech_only,vcc2020,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0139__wav.wav,,,,,,,,,,4.104,,Task1-team03,,neural_vocoder_autoregressive,TEM2,voice_0139,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999995231628418
voice_0140__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0140__wav.wav,,,,,,,,,,4.52,,HUB-D04,,traditional_vocoder,VCC2TM2,voice_0140,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999961853027344
voice_0141__wav,1,1.0,,1,0,voice,speech_only,asvspoof,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0141__wav.wav,,,,,,,,,,5.5714375,,A13,,traditional_vocoder,LA_0043,voice_0141,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999877214431763
voice_0142__wav,1,1.0,,1,0,voice,speech_only,asvspoof,low_m4a,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0142__wav.wav,,,,,,,,,,4.672,,A12,,neural_vocoder_autoregressive,LA_0019,voice_0142,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999994039535522
voice_0143__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0143__wav.wav,,,,,,,,,,4.245125,,HUB-D04,,traditional_vocoder,VCC2TM2,voice_0143,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0145__wav,1,1.0,,1,0,voice,speech_only,vcc2020,nocodec,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0145__wav.wav,,,,,,,,,,4.512,,Task2-team22,,neural_vocoder_nonautoregressive,TGM1,voice_0145,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0146__wav,1,1.0,,1,0,voice,speech_only,vcc2020,high_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0146__wav.wav,,,,,,,,,,4.088,,Task1-team03,,neural_vocoder_autoregressive,TEF1,voice_0146,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999997615814209
voice_0148__wav,1,1.0,,1,0,voice,speech_only,vcc2018,high_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0148__wav.wav,,,,,,,,,,4.208625,,SPO-N13,,traditional_vocoder,VCC2TF1,voice_0148,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999854564666748
voice_0149__wav,1,1.0,,1,0,voice,speech_only,vcc2018,low_ogg,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0149__wav.wav,,,,,,,,,,4.792,,HUB-N08,,traditional_vocoder,VCC2TM1,voice_0149,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,1.0
voice_0150__wav,1,1.0,,1,0,voice,speech_only,vcc2020,low_mp3,,,,,,,,asvspoof_voice_wav_dev_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/asvspoof_voice_wav_dev_v1/audio/voice_0150__wav.wav,,,,,,,,,,4.225,,Task1-team28,,neural_vocoder_autoregressive,TEF1,voice_0150,wav,,,,,,,,,,,,,,,,,,,not_mixed,speech_only,wav,unknown_fake,absent,0.9999841451644897
