ID,FILE_FAKE,VOICE_FAKE,MUSIC_FAKE,VOICE_PRESENT,MUSIC_PRESENT,AUDIO_TYPE,CONDITION,SOURCE,CODEC,VOICE_SOURCE_ID,MUSIC_SOURCE_ID,VOICE_GENERATOR,MUSIC_GENERATOR,SNR_DB,ORIGINAL_SPLIT,SOURCE_FILE,DATASET,PATH,MIX_MODE,COMPONENT_CASE,EVAL_CELL,CHANNEL,SPLIT,VOICE_SPEAKER,MUSIC_GROUP_ID,OVERLAP_FRACTION,ORDER,DURATION,FILE_EXTENSION,GENERATOR,GROUP_ID,VOCODER,SPEAKER,PARENT_ID,STRESS_VARIANT,CATEGORY,GENDER,AGE,VOICE_SCREEN,MUSIC_SCREEN,FMA_TRACK_ID,ORIGINAL_AUDIO,GENERATION_TYPE,GENRE,BASE_ID,VOICE_ARCHIVE_ID,VOICE_ARCHIVE_MEMBER,MUSIC_VOCAL_SCREEN,MUSIC_ARCHIVE_ID,MUSIC_ARCHIVE_MEMBER,GAP_SECONDS,SOURCE_DATASET,PROVENANCE_MODE,CELL_V57,LAYOUT_V57,CHANNEL_V57,VOICE_GENERATOR_V57,MUSIC_GENERATOR_V57,VOICE_FAKE_PROB,VOICE_BACKGROUND_LABEL_UNVERIFIED
sdxmix_0121,0,0.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0018,sdm_real_0035,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0121.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,sequential,flac16k,real_unspecified,real_unspecified,0.9995055198669434,False
sdxmix_0122,0,0.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0099,sdm_real_0179,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0122.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,sequential,flac16k,real_unspecified,real_unspecified,0.9972609281539917,False
sdxmix_0123,0,0.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0021,sdm_real_0060,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0123.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,sequential,flac16k,real_unspecified,real_unspecified,0.9998151659965515,False
sdxmix_0124,0,0.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0029,sdm_real_0038,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0124.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RR,sequential,flac16k,real_unspecified,real_unspecified,0.00955669954419136,False
sdxmix_0125,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0066,sdm_fake_0175,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0125.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,1.7205020412802696e-05,True
sdxmix_0126,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0088,sdm_fake_0134,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0126.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.2529255747795105,True
sdxmix_0127,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0034,sdm_fake_0092,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0127.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.00394753972068429,True
sdxmix_0128,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0017,sdm_fake_0133,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0128.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.00033773411996662617,True
sdxmix_0129,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0093,sdm_fake_0088,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0129.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9754337072372437,True
sdxmix_0130,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0069,sdm_fake_0082,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0130.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.8441637754440308,True
sdxmix_0131,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0086,sdm_fake_0150,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0131.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.0006842623115517199,True
sdxmix_0132,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0012,sdm_fake_0013,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0132.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.019457383081316948,True
sdxmix_0133,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0008,sdm_fake_0138,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0133.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9009130001068115,True
sdxmix_0134,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0054,sdm_fake_0009,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0134.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9997417330741882,True
sdxmix_0135,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0070,sdm_fake_0188,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0135.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.0011016373755410314,True
sdxmix_0136,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0021,sdm_fake_0042,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0136.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9999481439590454,True
sdxmix_0137,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0043,sdm_fake_0003,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0137.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.001974906539544463,True
sdxmix_0138,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0030,sdm_fake_0126,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0138.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.00221405946649611,True
sdxmix_0139,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0053,sdm_fake_0035,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0139.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.019933966919779778,True
sdxmix_0140,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0066,sdm_fake_0070,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0140.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,7.182353874668479e-05,True
sdxmix_0141,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0077,sdm_fake_0160,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0141.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.002198068657889962,True
sdxmix_0142,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0053,sdm_fake_0194,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0142.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.057065509259700775,True
sdxmix_0143,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0080,sdm_fake_0167,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0143.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9999374151229858,True
sdxmix_0144,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0008,sdm_fake_0051,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0144.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9574005603790283,True
sdxmix_0145,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0037,sdm_fake_0078,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0145.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.6627843976020813,True
sdxmix_0146,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0026,sdm_fake_0191,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0146.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.999754011631012,True
sdxmix_0147,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0022,sdm_fake_0176,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0147.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.13970696926116943,True
sdxmix_0148,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0006,sdm_fake_0035,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0148.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.002376133343204856,True
sdxmix_0149,1,0.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0054,sdm_fake_0134,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0149.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RF,sequential,flac16k,real_unspecified,unknown_fake,0.9987937211990356,True
sdxmix_0150,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0186,sdm_real_0080,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0150.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999440908432007,False
sdxmix_0151,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0113,sdm_real_0192,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0151.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.7185494899749756,False
sdxmix_0152,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0170,sdm_real_0121,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0152.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999520778656006,False
sdxmix_0153,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0127,sdm_real_0158,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0153.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999980926513672,False
sdxmix_0154,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0173,sdm_real_0188,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0154.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.999687910079956,False
sdxmix_0155,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0196,sdm_real_0027,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0155.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,1.0,False
sdxmix_0156,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0119,sdm_real_0138,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0156.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999995231628418,False
sdxmix_0157,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0151,sdm_real_0015,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0157.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.026822544634342194,False
sdxmix_0158,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0129,sdm_real_0104,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0158.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999997615814209,False
sdxmix_0159,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0196,sdm_real_0168,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0159.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999997615814209,False
sdxmix_0160,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0109,sdm_real_0022,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0160.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9955516457557678,False
sdxmix_0161,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0181,sdm_real_0109,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0161.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.442990779876709,False
sdxmix_0162,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0104,sdm_real_0144,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0162.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9998612403869629,False
sdxmix_0163,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0161,sdm_real_0122,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0163.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.999940037727356,False
sdxmix_0164,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0104,sdm_real_0012,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0164.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999991655349731,False
sdxmix_0165,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0133,sdm_real_0123,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0165.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999958276748657,False
sdxmix_0166,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0112,sdm_real_0136,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0166.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9992673993110657,False
sdxmix_0167,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0156,sdm_real_0165,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0167.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999675750732422,False
sdxmix_0168,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0197,sdm_real_0074,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0168.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9962521195411682,False
sdxmix_0169,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0118,sdm_real_0144,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0169.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999407529830933,False
sdxmix_0170,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0130,sdm_real_0135,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0170.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999585151672363,False
sdxmix_0171,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0111,sdm_real_0022,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0171.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.998388409614563,False
sdxmix_0172,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0151,sdm_real_0076,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0172.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.30912432074546814,False
sdxmix_0173,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0124,sdm_real_0037,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0173.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.9999151229858398,False
sdxmix_0174,1,1.0,0.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0132,sdm_real_0112,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0174.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FR,sequential,flac16k,unknown_fake,real_unspecified,0.999990701675415,False
sdxmix_0175,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0155,sdm_fake_0163,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0175.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9999693632125854,False
sdxmix_0176,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0133,sdm_fake_0185,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0176.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9999985694885254,False
sdxmix_0177,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0123,sdm_fake_0057,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0177.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.999866247177124,False
sdxmix_0178,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0183,sdm_fake_0142,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0178.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,1.0,False
sdxmix_0179,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0160,sdm_fake_0022,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0179.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9999741315841675,False
sdxmix_0180,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0189,sdm_fake_0108,,,6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0180.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9969556331634521,False
sdxmix_0181,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0161,sdm_fake_0020,,,-6.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0181.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9997071623802185,False
sdxmix_0182,1,1.0,1.0,1,1,mixed,sequential,synthetic_mixture,flac16k,voice_0111,sdm_fake_0185,,,0.0,,,source_disjoint_mixed_v1,/home/nas_main/kyudanjung/DAVIANspeech/data/eval/source_disjoint_mixed_v1/audio/sdxmix_0182.flac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF,sequential,flac16k,unknown_fake,unknown_fake,0.9999556541442871,False
